"year","state","country","district","dyid","residualsodiumcarbonate","GDP"
2000,"ANDHRA PRADESH","India","Prakasam","Prakasam2000",12.157647,126035
2000,"ANDHRA PRADESH","India","East Godavari","East Godavari2000",2.3408,126035
2000,"ANDHRA PRADESH","India","Y.S.R.","Y.S.R.2000",10.189,126035
2000,"ANDHRA PRADESH","India","West Godavari","West Godavari2000",3.3264999,126035
2000,"ANDHRA PRADESH","India","Vizianagaram","Vizianagaram2000",0.45466667,126035
2000,"ANDHRA PRADESH","India","Guntur","Guntur2000",3.9606667,126035
2000,"ANDHRA PRADESH","India","Sri Potti Sriramulu Nellore","Sri Potti Sriramulu Nellore2000",5.8688002,126035
2000,"ANDHRA PRADESH","India","Krishna","Krishna2000",3.9275999,126035
2000,"ANDHRA PRADESH","India","Anantapur","Anantapur2000",5.2656665,126035
2000,"ANDHRA PRADESH","India","Chittoor","Chittoor2000",4.1312499,126035
2000,"ANDHRA PRADESH","India","Srikakulam","Srikakulam2000",4.9570003,126035
2000,"ANDHRA PRADESH","India","Visakhapatanam","Visakhapatanam2000",2.1836364,126035
2000,"BIHAR","India","Khagaria","Khagaria2000",2.98,53656
2000,"BIHAR","India","Katihar","Katihar2000",1.6350851,53656
2000,"BIHAR","India","Saharsa","Saharsa2000",1.6533333,53656
2000,"BIHAR","India","Purbi Champaran","Purbi Champaran2000",7.1599998,53656
2000,"BIHAR","India","Bhagalpur","Bhagalpur2000",1.3200001,53656
2000,"BIHAR","India","Aurangabad","Aurangabad2000",4.1079998,53656
2000,"BIHAR","India","Purnia","Purnia2000",0.90365112,53656
2000,"BIHAR","India","Pashchim Champaran","Pashchim Champaran2000",7.1199999,53656
2000,"BIHAR","India","Patna","Patna2000",3.8636773,53656
2000,"BIHAR","India","Lakhisarai","Lakhisarai2000",4.1199999,53656
2000,"BIHAR","India","Begusarai","Begusarai2000",2.9695835,53656
2000,"CHHATTISGARH","India","Raigarh","Raigarh2000",0.2,22372
2000,"GUJARAT","India","Bharuch","Bharuch2000",6.1999998,86431
2000,"GUJARAT","India","Dohad","Dohad2000",3.7872727,86431
2000,"GUJARAT","India","Amreli","Amreli2000",9.2266665,86431
2000,"GUJARAT","India","Surendranagar","Surendranagar2000",6.4082909,86431
2000,"GUJARAT","India","Jamnagar","Jamnagar2000",5.7966666,86431
2000,"GUJARAT","India","Kheda","Kheda2000",8.75,86431
2000,"GUJARAT","India","Gandhinagar","Gandhinagar2000",0.62,86431
2000,"GUJARAT","India","Banas Kantha","Banas Kantha2000",5.296,86431
2000,"GUJARAT","India","Surat","Surat2000",4.395,86431
2000,"GUJARAT","India","Valsad","Valsad2000",1.2333333,86431
2000,"GUJARAT","India","Tapi","Tapi2000",1.112,86431
2000,"GUJARAT","India","Sabar Kantha","Sabar Kantha2000",3.5700002,86431
2000,"GUJARAT","India","Rajkot","Rajkot2000",3.2955556,86431
2000,"GUJARAT","India","Kachchh","Kachchh2000",7.0733333,86431
2000,"GUJARAT","India","Anand","Anand2000",13.16,86431
2000,"GUJARAT","India","Junagadh","Junagadh2000",0.18000001,86431
2000,"GUJARAT","India","The Dangs","The Dangs2000",3.8499999,86431
2000,"GUJARAT","India","Porbandar","Porbandar2000",1.62,86431
2000,"GUJARAT","India","Bhavnagar","Bhavnagar2000",4.5433335,86431
2000,"GUJARAT","India","Panch Mahals","Panch Mahals2000",1.722,86431
2000,"GUJARAT","India","Ahmadabad","Ahmadabad2000",4.71,86431
2000,"GUJARAT","India","Vadodara","Vadodara2000",5.05125,86431
2000,"GUJARAT","India","Narmada","Narmada2000",7.6199999,86431
2000,"GUJARAT","India","Navsari","Navsari2000",2.2850001,86431
2000,"GUJARAT","India","Mahesana","Mahesana2000",4.1666665,86431
2000,"HARYANA","India","Mahendragarh","Mahendragarh2000",8.3150005,51090
2000,"HARYANA","India","Jhajjar","Jhajjar2000",7.6199999,51090
2000,"HARYANA","India","Karnal","Karnal2000",5.0744443,51090
2000,"HARYANA","India","Sirsa","Sirsa2000",5.4733334,51090
2000,"HARYANA","India","Rewari","Rewari2000",5.6999998,51090
2000,"HARYANA","India","Palwal","Palwal2000",8.9250002,51090
2000,"HARYANA","India","Fatehabad","Fatehabad2000",7.8599997,51090
2000,"HARYANA","India","Bhiwani","Bhiwani2000",7.3900003,51090
2000,"HARYANA","India","Gurgaon","Gurgaon2000",4.2733331,51090
2000,"HARYANA","India","Hisar","Hisar2000",6.5999999,51090
2000,"HARYANA","India","Panipat","Panipat2000",5.8080001,51090
2000,"HARYANA","India","Nuh","Nuh2000",11.82,51090
2000,"HARYANA","India","Kurukshetra","Kurukshetra2000",6.2633333,51090
2000,"HARYANA","India","Rohtak","Rohtak2000",5.21,51090
2000,"HARYANA","India","Yamunanagar","Yamunanagar2000",2.6371429,51090
2000,"HARYANA","India","Kaithal","Kaithal2000",4.0799999,51090
2000,"HARYANA","India","Panchkula","Panchkula2000",0.059999999,51090
2000,"HARYANA","India","Faridabad","Faridabad2000",0.44,51090
2000,"HARYANA","India","Jind","Jind2000",4.0703559,51090
2000,"HARYANA","India","Sonipat","Sonipat2000",8.3800001,51090
2000,"HARYANA","India","Ambala","Ambala2000",4.5488887,51090
2000,"HIMACHAL PRADESH","India","Una","Una2000",-1.4933333,13262
2000,"HIMACHAL PRADESH","India","Kangra","Kangra2000",-0.93888891,13262
2000,"HIMACHAL PRADESH","India","Solan","Solan2000",0.021666687,13262
2000,"JHARKHAND","India","Deoghar","Deoghar2000",2.8,26663
2000,"JHARKHAND","India","Giridih","Giridih2000",4.21,26663
2000,"JHARKHAND","India","Jamtara","Jamtara2000",0.80000001,26663
2000,"JHARKHAND","India","Dhanbad","Dhanbad2000",1.3019737,26663
2000,"JHARKHAND","India","Godda","Godda2000",4.1999998,26663
2000,"KERALA","India","Pathanamthitta","Pathanamthitta2000",0.079999998,62909
2000,"MADHYA PRADESH","India","Sagar","Sagar2000",1.6727273,66750
2000,"MADHYA PRADESH","India","East Nimar","East Nimar2000",1.4100001,66750
2000,"MADHYA PRADESH","India","Panna","Panna2000",2.3366666,66750
2000,"MADHYA PRADESH","India","West Nimar","West Nimar2000",3.115,66750
2000,"MADHYA PRADESH","India","Rajgarh","Rajgarh2000",6.1399999,66750
2000,"MADHYA PRADESH","India","Mandsaur","Mandsaur2000",5.0533333,66750
2000,"MADHYA PRADESH","India","Morena","Morena2000",9.3133335,66750
2000,"MADHYA PRADESH","India","Bhopal","Bhopal2000",1.2333333,66750
2000,"MADHYA PRADESH","India","Ratlam","Ratlam2000",4.5799999,66750
2000,"MADHYA PRADESH","India","Tikamgarh","Tikamgarh2000",0.82999998,66750
2000,"MADHYA PRADESH","India","Guna","Guna2000",3.27,66750
2000,"MADHYA PRADESH","India","Vidisha","Vidisha2000",3.928,66750
2000,"MADHYA PRADESH","India","Narsimhapur","Narsimhapur2000",2.1533332,66750
2000,"MADHYA PRADESH","India","Sheopur","Sheopur2000",2.24,66750
2000,"MADHYA PRADESH","India","Sehore","Sehore2000",4.9914284,66750
2000,"MADHYA PRADESH","India","Shajapur","Shajapur2000",9.1400003,66750
2000,"MADHYA PRADESH","India","Dhar","Dhar2000",1.8966666,66750
2000,"MADHYA PRADESH","India","Harda","Harda2000",4.6799998,66750
2000,"MADHYA PRADESH","India","Ashoknagar","Ashoknagar2000",2.6600001,66750
2000,"MADHYA PRADESH","India","Neemuch","Neemuch2000",3.0650001,66750
2000,"MADHYA PRADESH","India","Raisen","Raisen2000",1.9333334,66750
2000,"MADHYA PRADESH","India","Shivpuri","Shivpuri2000",2.011111,66750
2000,"MADHYA PRADESH","India","Alirajpur","Alirajpur2000",3.9333332,66750
2000,"MADHYA PRADESH","India","Katni","Katni2000",2.4166667,66750
2000,"MADHYA PRADESH","India","Damoh","Damoh2000",1.7049999,66750
2000,"MADHYA PRADESH","India","Indore","Indore2000",1.3299999,66750
2000,"MADHYA PRADESH","India","Jabalpur","Jabalpur2000",1.575,66750
2000,"MADHYA PRADESH","India","Dewas","Dewas2000",7.2533336,66750
2000,"MADHYA PRADESH","India","Burhanpur","Burhanpur2000",0.23999999,66750
2000,"MADHYA PRADESH","India","Hoshangabad","Hoshangabad2000",4.1633334,66750
2000,"MADHYA PRADESH","India","Bhind","Bhind2000",12.069473,66750
2000,"MADHYA PRADESH","India","Betul","Betul2000",1.8200001,66750
2000,"MADHYA PRADESH","India","Datia","Datia2000",7.9733334,66750
2000,"MADHYA PRADESH","India","Chhindwara","Chhindwara2000",3.6528571,66750
2000,"MADHYA PRADESH","India","Gwalior","Gwalior2000",2.6900001,66750
2000,"MADHYA PRADESH","India","Chhatarpur","Chhatarpur2000",1.42,66750
2000,"MADHYA PRADESH","India","Barwani","Barwani2000",2.4849999,66750
2000,"MADHYA PRADESH","India","Jhabua","Jhabua2000",0.80000001,66750
2000,"MAHARASHTRA","India","Dhule","Dhule2000",2.9766667,210526
2000,"MAHARASHTRA","India","Nagpur","Nagpur2000",4.6822219,210526
2000,"MAHARASHTRA","India","Washim","Washim2000",3.9771428,210526
2000,"MAHARASHTRA","India","Osmanabad","Osmanabad2000",1.04,210526
2000,"MAHARASHTRA","India","Mumbai","Mumbai2000",3,210526
2000,"MAHARASHTRA","India","Jalna","Jalna2000",7.02,210526
2000,"MAHARASHTRA","India","Satara","Satara2000",1.2533333,210526
2000,"MAHARASHTRA","India","Ratnagiri","Ratnagiri2000",0.125,210526
2000,"MAHARASHTRA","India","Nandurbar","Nandurbar2000",0.93000001,210526
2000,"MAHARASHTRA","India","Thane","Thane2000",3.4012501,210526
2000,"MAHARASHTRA","India","Kolhapur","Kolhapur2000",0.405,210526
2000,"MAHARASHTRA","India","Chandrapur","Chandrapur2000",3.51875,210526
2000,"MAHARASHTRA","India","Amravati","Amravati2000",6.4815106,210526
2000,"MAHARASHTRA","India","Sangli","Sangli2000",1.24,210526
2000,"MAHARASHTRA","India","Beed","Beed2000",1.6,210526
2000,"MAHARASHTRA","India","Yavatmal","Yavatmal2000",2.0814285,210526
2000,"MAHARASHTRA","India","Pune","Pune2000",1.98375,210526
2000,"MAHARASHTRA","India","Buldhana","Buldhana2000",3.8114285,210526
2000,"MAHARASHTRA","India","Hingoli","Hingoli2000",4.1600003,210526
2000,"MAHARASHTRA","India","Parbhani","Parbhani2000",2.2411969,210526
2000,"MAHARASHTRA","India","Bhandara","Bhandara2000",4.0349998,210526
2000,"MAHARASHTRA","India","Jalgaon","Jalgaon2000",5.5999999,210526
2000,"MAHARASHTRA","India","Nanded","Nanded2000",0.76999998,210526
2000,"MAHARASHTRA","India","Sindhudurg","Sindhudurg2000",0.176,210526
2000,"MAHARASHTRA","India","Gadchiroli","Gadchiroli2000",1.914,210526
2000,"MAHARASHTRA","India","Ahmednagar","Ahmednagar2000",5.4133334,210526
2000,"MAHARASHTRA","India","Latur","Latur2000",0.92666668,210526
2000,"MAHARASHTRA","India","Gondia","Gondia2000",1.09,210526
2000,"MAHARASHTRA","India","Nashik","Nashik2000",2.6980002,210526
2000,"MAHARASHTRA","India","Wardha","Wardha2000",4.3000002,210526
2000,"MAHARASHTRA","India","Solapur","Solapur2000",3.9711111,210526
2000,"MAHARASHTRA","India","Akola","Akola2000",4.2075,210526
2000,"PUNJAB","India","Ludhiana","Ludhiana2000",4.9679999,63172
2000,"PUNJAB","India","Faridkot","Faridkot2000",8.9499998,63172
2000,"PUNJAB","India","Bathinda","Bathinda2000",11.204,63172
2000,"PUNJAB","India","Moga","Moga2000",11.238182,63172
2000,"PUNJAB","India","Sangrur","Sangrur2000",13.2225,63172
2000,"PUNJAB","India","Sahibzada Ajit Singh Nagar","Sahibzada Ajit Singh Nagar2000",4.7160001,63172
2000,"PUNJAB","India","Fatehgarh Sahib","Fatehgarh Sahib2000",3.7400002,63172
2000,"PUNJAB","India","Shahid Bhagat Singh Nagar","Shahid Bhagat Singh Nagar2000",2.2750001,63172
2000,"PUNJAB","India","Rupnagar","Rupnagar2000",2.5742857,63172
2000,"PUNJAB","India","Ferozepur","Ferozepur2000",8.4077406,63172
2000,"PUNJAB","India","Tarn Taran","Tarn Taran2000",9.5500002,63172
2000,"PUNJAB","India","Jalandhar","Jalandhar2000",6.3299999,63172
2000,"PUNJAB","India","Mansa","Mansa2000",9.9499998,63172
2000,"PUNJAB","India","Barnala","Barnala2000",10.788,63172
2000,"PUNJAB","India","S.A.S Nagar","S.A.S Nagar2000",0.039999999,63172
2000,"PUNJAB","India","Patiala","Patiala2000",5.9755554,63172
2000,"PUNJAB","India","Amritsar","Amritsar2000",5.9690909,63172
2000,"PUNJAB","India","Hoshiarpur","Hoshiarpur2000",2.1244445,63172
2000,"PUNJAB","India","Gurdaspur","Gurdaspur2000",2.8225,63172
2000,"PUNJAB","India","Kapurthala","Kapurthala2000",4.9549999,63172
2000,"PUNJAB","India","Muktsar","Muktsar2000",6.3070869,63172
2000,"RAJASTHAN","India","Rajsamand","Rajsamand2000",4.7600002,71764
2000,"RAJASTHAN","India","Udaipur","Udaipur2000",5.46,71764
2000,"RAJASTHAN","India","Bikaner","Bikaner2000",2.9358699,71764
2000,"RAJASTHAN","India","Bharatpur","Bharatpur2000",7.9400001,71764
2000,"RAJASTHAN","India","Sirohi","Sirohi2000",1.64,71764
2000,"RAJASTHAN","India","Karauli","Karauli2000",7.8077078,71764
2000,"RAJASTHAN","India","Dholpur","Dholpur2000",7.4066668,71764
2000,"RAJASTHAN","India","Barmer","Barmer2000",7.3836303,71764
2000,"RAJASTHAN","India","Ajmer","Ajmer2000",10.77,71764
2000,"RAJASTHAN","India","Bhilwara","Bhilwara2000",6.6300001,71764
2000,"RAJASTHAN","India","Sikar","Sikar2000",15.91,71764
2000,"RAJASTHAN","India","Tonk","Tonk2000",10.125714,71764
2000,"RAJASTHAN","India","Nagaur","Nagaur2000",8.9914341,71764
2000,"RAJASTHAN","India","Banswara","Banswara2000",3.4720001,71764
2000,"RAJASTHAN","India","Pali","Pali2000",7.4733334,71764
2000,"RAJASTHAN","India","Baran","Baran2000",2.3066666,71764
2000,"RAJASTHAN","India","Jhunjhunu","Jhunjhunu2000",13.750626,71764
2000,"RAJASTHAN","India","Jalore","Jalore2000",4.675384,71764
2000,"RAJASTHAN","India","Ganganagar","Ganganagar2000",5.2742858,71764
2000,"RAJASTHAN","India","Jaipur","Jaipur2000",7.9066668,71764
2000,"RAJASTHAN","India","Pratapgarh","Pratapgarh2000",1.2,71764
2000,"RAJASTHAN","India","Alwar","Alwar2000",11.16,71764
2000,"RAJASTHAN","India","Sawai Madhopur","Sawai Madhopur2000",8.2950001,71764
2000,"RAJASTHAN","India","Jaisalmer","Jaisalmer2000",4.4900002,71764
2000,"RAJASTHAN","India","Hanumangarh","Hanumangarh2000",17.41,71764
2000,"RAJASTHAN","India","Jodhpur","Jodhpur2000",6.5085831,71764
2000,"RAJASTHAN","India","Chittorgarh","Chittorgarh2000",4.2611537,71764
2000,"RAJASTHAN","India","Bundi","Bundi2000",7.1599998,71764
2000,"RAJASTHAN","India","Churu","Churu2000",6.9933333,71764
2000,"RAJASTHAN","India","Kota","Kota2000",4.9666667,71764
2000,"RAJASTHAN","India","Dausa","Dausa2000",4.6799998,71764
2000,"UTTAR PRADESH","India","Prayagraj","Prayagraj2000",9.2200003,160015
2001,"ANDHRA PRADESH","India","Anantapur","Anantapur2001",4.5327272,131750
2001,"BIHAR","India","Siwan","Siwan2001",3.1829164,50579
2001,"BIHAR","India","Saran","Saran2001",1.9723899,50579
2001,"BIHAR","India","Katihar","Katihar2001",0.02,50579
2001,"BIHAR","India","Sitamarhi","Sitamarhi2001",3.3,50579
2001,"BIHAR","India","Vaishali","Vaishali2001",1.0346549,50579
2001,"BIHAR","India","Gopalganj","Gopalganj2001",4.4000001,50579
2001,"BIHAR","India","Madhubani","Madhubani2001",2.385,50579
2001,"BIHAR","India","Nalanda","Nalanda2001",2.8333333,50579
2001,"BIHAR","India","Purnia","Purnia2001",0.22,50579
2001,"BIHAR","India","Nawada","Nawada2001",0.039999999,50579
2001,"BIHAR","India","Muzaffarpur","Muzaffarpur2001",0.39333332,50579
2001,"BIHAR","India","Patna","Patna2001",4.7066669,50579
2001,"BIHAR","India","Pashchim Champaran","Pashchim Champaran2001",2.7897513,50579
2001,"BIHAR","India","Jehanabad","Jehanabad2001",1.8270557,50579
2001,"BIHAR","India","Gaya","Gaya2001",3.1398165,50579
2001,"BIHAR","India","Purbi Champaran","Purbi Champaran2001",1.42,50579
2001,"BIHAR","India","Arwal","Arwal2001",1.67,50579
2001,"BIHAR","India","Darbhanga","Darbhanga2001",5.6131577,50579
2001,"CHHATTISGARH","India","Raipur","Raipur2001",1.7954956,25503
2001,"CHHATTISGARH","India","Raigarh","Raigarh2001",1.2893333,25503
2001,"CHHATTISGARH","India","Mahasamund","Mahasamund2001",1.6066667,25503
2001,"CHHATTISGARH","India","Surguja","Surguja2001",1.2088889,25503
2001,"CHHATTISGARH","India","Bilaspur","Bilaspur2001",1.8622222,25503
2001,"CHHATTISGARH","India","Korea","Korea2001",2.8999999,25503
2001,"CHHATTISGARH","India","Kabirdham","Kabirdham2001",2.5266666,25503
2001,"CHHATTISGARH","India","Durg","Durg2001",2.2,25503
2001,"CHHATTISGARH","India","Korba","Korba2001",0.90666664,25503
2001,"CHHATTISGARH","India","Surajpur","Surajpur2001",0.18000001,25503
2001,"CHHATTISGARH","India","Jashpur","Jashpur2001",0.29500002,25503
2001,"CHHATTISGARH","India","Kanker","Kanker2001",1.42,25503
2001,"CHHATTISGARH","India","Bastar","Bastar2001",0.75999999,25503
2001,"CHHATTISGARH","India","Janjgir-Champa","Janjgir-Champa2001",0.60000002,25503
2001,"CHHATTISGARH","India","Rajnandgaon","Rajnandgaon2001",3.375,25503
2001,"CHHATTISGARH","India","Dhamtari","Dhamtari2001",0.71999997,25503
2001,"CHHATTISGARH","India","Dantewada","Dantewada2001",0.14,25503
2001,"DELHI","India","West","West2001",10.56,55222
2001,"HARYANA","India","Rewari","Rewari2001",0.14,55036
2001,"HARYANA","India","Panchkula","Panchkula2001",0.28,55036
2001,"HARYANA","India","Mahendragarh","Mahendragarh2001",5.29,55036
2001,"HARYANA","India","Jind","Jind2001",8.46,55036
2001,"HARYANA","India","Sonipat","Sonipat2001",0.46000001,55036
2001,"HARYANA","India","Karnal","Karnal2001",4.6799998,55036
2001,"HARYANA","India","Yamunanagar","Yamunanagar2001",0.94,55036
2001,"HARYANA","India","Palwal","Palwal2001",8.9250002,55036
2001,"HARYANA","India","Panipat","Panipat2001",1.0799999,55036
2001,"HARYANA","India","Hisar","Hisar2001",11.66,55036
2001,"HARYANA","India","Kurukshetra","Kurukshetra2001",2.7885125,55036
2001,"HARYANA","India","Kaithal","Kaithal2001",5.52,55036
2001,"HARYANA","India","Ambala","Ambala2001",3.8461671,55036
2001,"HIMACHAL PRADESH","India","Solan","Solan2001",-0.024000002,13938
2001,"HIMACHAL PRADESH","India","Kullu","Kullu2001",-2,13938
2001,"JHARKHAND","India","Palamu","Palamu2001",1.28,28500
2001,"KERALA","India","Kozhikode","Kozhikode2001",0,66052
2001,"KERALA","India","Ernakulam","Ernakulam2001",0.1,66052
2001,"KERALA","India","Pathanamthitta","Pathanamthitta2001",0,66052
2001,"KERALA","India","Kollam","Kollam2001",2.02,66052
2001,"KERALA","India","Alappuzha","Alappuzha2001",0.88999999,66052
2001,"KERALA","India","Malappuram","Malappuram2001",1.5599999,66052
2001,"KERALA","India","Wayanad","Wayanad2001",0.22666667,66052
2001,"KERALA","India","Thiruvananthapuram","Thiruvananthapuram2001",3.4000001,66052
2001,"KERALA","India","Kasaragod","Kasaragod2001",0.13499999,66052
2001,"KERALA","India","Palakkad","Palakkad2001",0.71999997,66052
2001,"KERALA","India","Kottayam","Kottayam2001",0.31999999,66052
2001,"KERALA","India","Thrissur","Thrissur2001",0.34,66052
2001,"KERALA","India","Kannur","Kannur2001",0.02,66052
2001,"MADHYA PRADESH","India","Seoni","Seoni2001",3.2639999,71525
2001,"MADHYA PRADESH","India","East Nimar","East Nimar2001",2.2,71525
2001,"MADHYA PRADESH","India","Harda","Harda2001",5.2485714,71525
2001,"MADHYA PRADESH","India","Shajapur","Shajapur2001",2.5599999,71525
2001,"MADHYA PRADESH","India","Satna","Satna2001",2.0725,71525
2001,"MADHYA PRADESH","India","Dewas","Dewas2001",3.6624999,71525
2001,"MADHYA PRADESH","India","Morena","Morena2001",5.2636361,71525
2001,"MADHYA PRADESH","India","Jabalpur","Jabalpur2001",2.454,71525
2001,"MADHYA PRADESH","India","Jhabua","Jhabua2001",3.1533334,71525
2001,"MADHYA PRADESH","India","Rajgarh","Rajgarh2001",3.52,71525
2001,"MADHYA PRADESH","India","Dhar","Dhar2001",3.4127274,71525
2001,"MADHYA PRADESH","India","Ratlam","Ratlam2001",4.145,71525
2001,"MADHYA PRADESH","India","Alirajpur","Alirajpur2001",2.405,71525
2001,"MADHYA PRADESH","India","Panna","Panna2001",1.4000001,71525
2001,"MADHYA PRADESH","India","Damoh","Damoh2001",1.3925,71525
2001,"MADHYA PRADESH","India","Mandsaur","Mandsaur2001",5.5999999,71525
2001,"MADHYA PRADESH","India","Sagar","Sagar2001",0.90499997,71525
2001,"MADHYA PRADESH","India","Khargone","Khargone2001",0.98000002,71525
2001,"MADHYA PRADESH","India","Ujjain","Ujjain2001",3.3900001,71525
2001,"MADHYA PRADESH","India","Chhindwara","Chhindwara2001",2.8557143,71525
2001,"MADHYA PRADESH","India","Tikamgarh","Tikamgarh2001",1.1666667,71525
2001,"MADHYA PRADESH","India","Guna","Guna2001",2.4949999,71525
2001,"MADHYA PRADESH","India","Narsimhapur","Narsimhapur2001",2.6719999,71525
2001,"MADHYA PRADESH","India","Ashoknagar","Ashoknagar2001",3.5800002,71525
2001,"MADHYA PRADESH","India","Singrauli","Singrauli2001",0.53000003,71525
2001,"MADHYA PRADESH","India","Umaria","Umaria2001",1.748,71525
2001,"MADHYA PRADESH","India","Neemuch","Neemuch2001",3,71525
2001,"MADHYA PRADESH","India","Burhanpur","Burhanpur2001",1.52,71525
2001,"MADHYA PRADESH","India","Bhind","Bhind2001",10.030526,71525
2001,"MADHYA PRADESH","India","Bhopal","Bhopal2001",1.6866667,71525
2001,"MADHYA PRADESH","India","Vidisha","Vidisha2001",2.24,71525
2001,"MADHYA PRADESH","India","Datia","Datia2001",6.0766668,71525
2001,"MADHYA PRADESH","India","Gwalior","Gwalior2001",6.4333334,71525
2001,"MADHYA PRADESH","India","Mandla","Mandla2001",1.204,71525
2001,"MADHYA PRADESH","India","Shahdol","Shahdol2001",1.95,71525
2001,"MADHYA PRADESH","India","Anuppur","Anuppur2001",1.3100001,71525
2001,"MADHYA PRADESH","India","Chhatarpur","Chhatarpur2001",0.935,71525
2001,"MADHYA PRADESH","India","Barwani","Barwani2001",1.8466667,71525
2001,"MADHYA PRADESH","India","Betul","Betul2001",1.7514286,71525
2001,"MADHYA PRADESH","India","Sehore","Sehore2001",2.9366665,71525
2001,"MADHYA PRADESH","India","Raisen","Raisen2001",7.5266666,71525
2001,"MADHYA PRADESH","India","Sidhi","Sidhi2001",1.466,71525
2001,"MADHYA PRADESH","India","Katni","Katni2001",2.1314287,71525
2001,"MADHYA PRADESH","India","Rewa","Rewa2001",1.9580001,71525
2001,"MADHYA PRADESH","India","Sheopur","Sheopur2001",3.9400001,71525
2001,"MADHYA PRADESH","India","Shivpuri","Shivpuri2001",1.5,71525
2001,"MADHYA PRADESH","India","Balaghat","Balaghat2001",0.84857142,71525
2001,"MADHYA PRADESH","India","Hoshangabad","Hoshangabad2001",4.2333336,71525
2001,"MADHYA PRADESH","India","West Nimar","West Nimar2001",2.175,71525
2001,"MADHYA PRADESH","India","Dindori","Dindori2001",0.59333336,71525
2001,"MAHARASHTRA","India","Ratnagiri","Ratnagiri2001",0.145,217963
2001,"MAHARASHTRA","India","Amravati","Amravati2001",1.6650001,217963
2001,"MAHARASHTRA","India","Yavatmal","Yavatmal2001",1.9749999,217963
2001,"MAHARASHTRA","India","Washim","Washim2001",5.3400002,217963
2001,"MAHARASHTRA","India","Raigad","Raigad2001",1.96,217963
2001,"MAHARASHTRA","India","Kolhapur","Kolhapur2001",0.71428573,217963
2001,"MAHARASHTRA","India","Mumbai Suburban","Mumbai Suburban2001",0.36000001,217963
2001,"MAHARASHTRA","India","Buldhana","Buldhana2001",2.28,217963
2001,"MAHARASHTRA","India","Gadchiroli","Gadchiroli2001",1.0225,217963
2001,"MAHARASHTRA","India","Satara","Satara2001",1.5733333,217963
2001,"MAHARASHTRA","India","Beed","Beed2001",1.255,217963
2001,"MAHARASHTRA","India","Aurangabad","Aurangabad2001",3.1400001,217963
2001,"MAHARASHTRA","India","Nagpur","Nagpur2001",4.9200001,217963
2001,"MAHARASHTRA","India","Nanded","Nanded2001",2.0755556,217963
2001,"MAHARASHTRA","India","Mumbai","Mumbai2001",2.2,217963
2001,"MAHARASHTRA","India","Bhandara","Bhandara2001",1.1866666,217963
2001,"MAHARASHTRA","India","Thane","Thane2001",2.52,217963
2001,"MAHARASHTRA","India","Solapur","Solapur2001",3.0899999,217963
2001,"MAHARASHTRA","India","Sindhudurg","Sindhudurg2001",0.3876923,217963
2001,"MAHARASHTRA","India","Sangli","Sangli2001",4.4200001,217963
2001,"MAHARASHTRA","India","Jalna","Jalna2001",19.440001,217963
2001,"MAHARASHTRA","India","Latur","Latur2001",0.60000002,217963
2001,"MAHARASHTRA","India","Nandurbar","Nandurbar2001",1.6,217963
2001,"MAHARASHTRA","India","Osmanabad","Osmanabad2001",0.36000001,217963
2001,"MAHARASHTRA","India","Chandrapur","Chandrapur2001",4.6810527,217963
2001,"MAHARASHTRA","India","Pune","Pune2001",2.9524999,217963
2001,"MAHARASHTRA","India","Parbhani","Parbhani2001",2.76,217963
2001,"MAHARASHTRA","India","Nashik","Nashik2001",0.86000001,217963
2001,"MAHARASHTRA","India","Wardha","Wardha2001",3.1700001,217963
2001,"MAHARASHTRA","India","Gondia","Gondia2001",1.0857143,217963
2001,"MAHARASHTRA","India","Hingoli","Hingoli2001",3.1824999,217963
2001,"MAHARASHTRA","India","Dhule","Dhule2001",6.2377777,217963
2001,"MAHARASHTRA","India","Ahmednagar","Ahmednagar2001",3.182857,217963
2001,"MAHARASHTRA","India","Akola","Akola2001",4.428,217963
2001,"MAHARASHTRA","India","Jalgaon","Jalgaon2001",12.13,217963
2001,"PUNJAB","India","Mansa","Mansa2001",12.03,63995
2001,"PUNJAB","India","Barnala","Barnala2001",6.4099998,63995
2001,"PUNJAB","India","Moga","Moga2001",12.58,63995
2001,"PUNJAB","India","Hoshiarpur","Hoshiarpur2001",1.63,63995
2001,"PUNJAB","India","Shahid Bhagat Singh Nagar","Shahid Bhagat Singh Nagar2001",2.6066668,63995
2001,"PUNJAB","India","Amritsar","Amritsar2001",9.6199999,63995
2001,"PUNJAB","India","Rupnagar","Rupnagar2001",0.90999997,63995
2001,"PUNJAB","India","Sangrur","Sangrur2001",11.316,63995
2001,"PUNJAB","India","Bathinda","Bathinda2001",14.93,63995
2001,"PUNJAB","India","Ludhiana","Ludhiana2001",3.2628572,63995
2001,"PUNJAB","India","Tarn Taran","Tarn Taran2001",2.8800001,63995
2001,"RAJASTHAN","India","Bharatpur","Bharatpur2001",7.2199998,79936
2001,"RAJASTHAN","India","Ajmer","Ajmer2001",6.2388887,79936
2001,"RAJASTHAN","India","Jhalawar","Jhalawar2001",2.72,79936
2001,"RAJASTHAN","India","Kota","Kota2001",9.3314285,79936
2001,"RAJASTHAN","India","Bikaner","Bikaner2001",5.6766667,79936
2001,"RAJASTHAN","India","Jodhpur","Jodhpur2001",15.04,79936
2001,"RAJASTHAN","India","Bundi","Bundi2001",6.5799999,79936
