"year","state","country","district","dyid","residualsodiumcarbonate","GDP"
2004,"RAJASTHAN","India","Udaipur","Udaipur2004",2.586,90445
2004,"RAJASTHAN","India","Sawai Madhopur","Sawai Madhopur2004",10.903637,90445
2004,"RAJASTHAN","India","Karauli","Karauli2004",6.6999998,90445
2004,"RAJASTHAN","India","Jhalawar","Jhalawar2004",2.3399999,90445
2004,"RAJASTHAN","India","Ganganagar","Ganganagar2004",4.8175001,90445
2004,"RAJASTHAN","India","Baran","Baran2004",1.8066666,90445
2004,"RAJASTHAN","India","Sirohi","Sirohi2004",2.3499999,90445
2004,"RAJASTHAN","India","Ajmer","Ajmer2004",9.9773912,90445
2004,"RAJASTHAN","India","Jaisalmer","Jaisalmer2004",5.8724999,90445
2004,"RAJASTHAN","India","Alwar","Alwar2004",11.544762,90445
2004,"UTTAR PRADESH","India","Prayagraj","Prayagraj2004",3.105,185920
2004,"UTTAR PRADESH","India","Ghazipur","Ghazipur2004",2.174,185920
2004,"UTTAR PRADESH","India","Azamgarh","Azamgarh2004",3.3828571,185920
2004,"UTTAR PRADESH","India","Kanpur Nagar","Kanpur Nagar2004",1.5352631,185920
2004,"UTTAR PRADESH","India","Unnao","Unnao2004",2.2233334,185920
2004,"UTTAR PRADESH","India","Ayodhya","Ayodhya2004",1.85,185920
2004,"UTTAR PRADESH","India","Sultanpur","Sultanpur2004",4.058167,185920
2004,"UTTAR PRADESH","India","Ghaziabad","Ghaziabad2004",7.2011461,185920
2004,"UTTAR PRADESH","India","Kanpur Dehat","Kanpur Dehat2004",4.2333331,185920
2004,"UTTAR PRADESH","India","Rae Bareli","Rae Bareli2004",8.1290913,185920
2004,"UTTAR PRADESH","India","Sambhal","Sambhal2004",2.6006472,185920
2004,"UTTAR PRADESH","India","Ballia","Ballia2004",2.9714286,185920
2004,"UTTAR PRADESH","India","Meerut","Meerut2004",1.716,185920
2004,"UTTAR PRADESH","India","Jalaun","Jalaun2004",6.5548959,185920
2004,"UTTAR PRADESH","India","Etawah","Etawah2004",1.12,185920
2004,"UTTAR PRADESH","India","Mahoba","Mahoba2004",3.8099999,185920
2004,"UTTAR PRADESH","India","Kushi Nagar","Kushi Nagar2004",0,185920
2004,"UTTAR PRADESH","India","Maharajganj","Maharajganj2004",1.0500001,185920
2004,"UTTAR PRADESH","India","Auraiya","Auraiya2004",3.9025712,185920
2004,"UTTAR PRADESH","India","Mathura","Mathura2004",5.4182892,185920
2004,"UTTAR PRADESH","India","Mirzapur","Mirzapur2004",0.40000001,185920
2004,"UTTAR PRADESH","India","Lucknow","Lucknow2004",1.8355556,185920
2004,"UTTAR PRADESH","India","Deoria","Deoria2004",0.79333335,185920
2004,"UTTAR PRADESH","India","Chandauli","Chandauli2004",1.4,185920
2004,"UTTAR PRADESH","India","Moradabad","Moradabad2004",0.86469692,185920
2004,"UTTAR PRADESH","India","Kheri","Kheri2004",1.2920451,185920
2004,"UTTAR PRADESH","India","Agra","Agra2004",6.8000002,185920
2004,"UTTAR PRADESH","India","Gorakhpur","Gorakhpur2004",0.02,185920
2004,"UTTAR PRADESH","India","Varanasi","Varanasi2004",2.0599999,185920
2004,"UTTAR PRADESH","India","Sant Kabeer Nagar","Sant Kabeer Nagar2004",1.6,185920
2004,"UTTAR PRADESH","India","Gautam Buddha Nagar","Gautam Buddha Nagar2004",9.5,185920
2004,"UTTAR PRADESH","India","Banda","Banda2004",11.02,185920
2004,"UTTAR PRADESH","India","Sonbhadra","Sonbhadra2004",1.2666667,185920
2004,"UTTAR PRADESH","India","Bulandshahr","Bulandshahr2004",1.8725129,185920
2004,"UTTAR PRADESH","India","Bhadohi","Bhadohi2004",1.8,185920
2004,"UTTAR PRADESH","India","Jaunpur","Jaunpur2004",4.04,185920
2004,"UTTAR PRADESH","India","Fatehpur","Fatehpur2004",5.4995317,185920
2004,"UTTAR PRADESH","India","Mau","Mau2004",2.52,185920
2004,"UTTAR PRADESH","India","Jhansi","Jhansi2004",6.2533331,185920
2004,"UTTAR PRADESH","India","Lalitpur","Lalitpur2004",2.036,185920
2004,"UTTAR PRADESH","India","Aligarh","Aligarh2004",0.36000001,185920
2004,"UTTAR PRADESH","India","Ambedkar Nagar","Ambedkar Nagar2004",1.745,185920
2004,"UTTAR PRADESH","India","Pratapgarh","Pratapgarh2004",2.256,185920
2004,"UTTAR PRADESH","India","Hamirpur","Hamirpur2004",9.4274998,185920
2004,"UTTAR PRADESH","India","Chitrakoot","Chitrakoot2004",4.2049999,185920
2004,"UTTARAKHAND","India","Garhwa","Garhwa2004",2.0900002,17599
2004,"WEST BENGAL","India","Hooghly","Hooghly2004",1.39,162491
2004,"WEST BENGAL","India","Howrah","Howrah2004",3.9200001,162491
2004,"WEST BENGAL","India","Murshidabad","Murshidabad2004",1.164,162491
2004,"WEST BENGAL","India","Bankura","Bankura2004",5.48,162491
2005,"ANDHRA PRADESH","India","Visakhapatanam","Visakhapatanam2005",2.5999999,174164.851736677
2005,"ANDHRA PRADESH","India","West Godavari","West Godavari2005",1.6949999,174164.851736677
2005,"ANDHRA PRADESH","India","Vizianagaram","Vizianagaram2005",4.3733335,174164.851736677
2005,"ANDHRA PRADESH","India","Y.S.R.","Y.S.R.2005",7.6400003,174164.851736677
2005,"ANDHRA PRADESH","India","Prakasam","Prakasam2005",8.3246155,174164.851736677
2005,"ANDHRA PRADESH","India","Guntur","Guntur2005",4.4953847,174164.851736677
2005,"ANDHRA PRADESH","India","Kurnool","Kurnool2005",6.3899999,174164.851736677
2005,"ANDHRA PRADESH","India","Chittoor","Chittoor2005",3.8488889,174164.851736677
2005,"ANDHRA PRADESH","India","East Godavari","East Godavari2005",3.1184616,174164.851736677
2005,"ANDHRA PRADESH","India","Srikakulam","Srikakulam2005",3.05,174164.851736677
2005,"ANDHRA PRADESH","India","Sri Potti Sriramulu Nellore","Sri Potti Sriramulu Nellore2005",3.0733335,174164.851736677
2005,"ANDHRA PRADESH","India","Krishna","Krishna2005",2.6285715,174164.851736677
2005,"ANDHRA PRADESH","India","Anantapur","Anantapur2005",9.3479996,174164.851736677
2005,"ARUNACHAL PRADESH","India","Lohit","Lohit2005",0.14,2286.81994981179
2005,"ARUNACHAL PRADESH","India","Tirap","Tirap2005",0.02,2286.81994981179
2005,"ASSAM","India","Lakhimpur","Lakhimpur2005",0.60666668,40387.838621479
2005,"ASSAM","India","Kamrup Metropolitan","Kamrup Metropolitan2005",0.40000001,40387.838621479
2005,"ASSAM","India","Barpeta","Barpeta2005",0.72999996,40387.838621479
2005,"ASSAM","India","Kokrajhar","Kokrajhar2005",0.02,40387.838621479
2005,"ASSAM","India","Dhubri","Dhubri2005",0.29333332,40387.838621479
2005,"ASSAM","India","Karbi Anglong","Karbi Anglong2005",0.65000004,40387.838621479
2005,"ASSAM","India","Udalguri","Udalguri2005",0.14666666,40387.838621479
2005,"ASSAM","India","Kamrup","Kamrup2005",0.95599997,40387.838621479
2005,"ASSAM","India","Bongaigaon","Bongaigaon2005",0.2,40387.838621479
2005,"ASSAM","India","Goalpara","Goalpara2005",0.07333333,40387.838621479
2005,"ASSAM","India","Nagaon","Nagaon2005",0.61500001,40387.838621479
2005,"ASSAM","India","Sonitpur","Sonitpur2005",0.56666666,40387.838621479
2005,"ASSAM","India","Nalbari","Nalbari2005",2.6199999,40387.838621479
2005,"ASSAM","India","Dibrugarh","Dibrugarh2005",0.33200002,40387.838621479
2005,"ASSAM","India","Marigaon","Marigaon2005",0.18000001,40387.838621479
2005,"ASSAM","India","Tinsukia","Tinsukia2005",0.22,40387.838621479
2005,"ASSAM","India","Sivasagar","Sivasagar2005",0.039999999,40387.838621479
2005,"ASSAM","India","Baksa","Baksa2005",0.20666666,40387.838621479
2005,"ASSAM","India","Golaghat","Golaghat2005",0.21000001,40387.838621479
2005,"ASSAM","India","Darrang","Darrang2005",2.79,40387.838621479
2005,"ASSAM","India","Dhemaji","Dhemaji2005",0.33333334,40387.838621479
2005,"BIHAR","India","Banka","Banka2005",0.80000001,58549.1592201462
2005,"BIHAR","India","Bhojpur","Bhojpur2005",1.8,58549.1592201462
2005,"BIHAR","India","Munger","Munger2005",0.62,58549.1592201462
2005,"BIHAR","India","Aurangabad","Aurangabad2005",5.6657143,58549.1592201462
2005,"BIHAR","India","Bhagalpur","Bhagalpur2005",2.8,58549.1592201462
2005,"BIHAR","India","Patna","Patna2005",2.4199998,58549.1592201462
2005,"BIHAR","India","Katihar","Katihar2005",0.49000001,58549.1592201462
2005,"BIHAR","India","Nalanda","Nalanda2005",5.1999998,58549.1592201462
2005,"BIHAR","India","Nawada","Nawada2005",3.2533333,58549.1592201462
2005,"BIHAR","India","Purnia","Purnia2005",0.38,58549.1592201462
2005,"BIHAR","India","Supaul","Supaul2005",0.40000001,58549.1592201462
2005,"BIHAR","India","Begusarai","Begusarai2005",0.77999997,58549.1592201462
2005,"BIHAR","India","Rohtas","Rohtas2005",0.80000001,58549.1592201462
2005,"BIHAR","India","Gaya","Gaya2005",2.4533334,58549.1592201462
2005,"BIHAR","India","Kishanganj","Kishanganj2005",0,58549.1592201462
2005,"BIHAR","India","Arwal","Arwal2005",2.2,58549.1592201462
2005,"BIHAR","India","Lakhisarai","Lakhisarai2005",3.2,58549.1592201462
2005,"CHANDIGARH","India","Chandigarh","Chandigarh2005",2.1800001,7096.38291721419
2005,"CHHATTISGARH","India","Jashpur","Jashpur2005",0.66727275,31889.5003503516
2005,"CHHATTISGARH","India","Durg","Durg2005",3.0599999,31889.5003503516
2005,"CHHATTISGARH","India","Kanker","Kanker2005",0.86477089,31889.5003503516
2005,"CHHATTISGARH","India","Raigarh","Raigarh2005",3.2071428,31889.5003503516
2005,"CHHATTISGARH","India","Mahasamund","Mahasamund2005",2.1457143,31889.5003503516
2005,"CHHATTISGARH","India","Raipur","Raipur2005",1.9813334,31889.5003503516
2005,"CHHATTISGARH","India","Korea","Korea2005",2.1299999,31889.5003503516
2005,"CHHATTISGARH","India","Dhamtari","Dhamtari2005",1.3925,31889.5003503516
2005,"CHHATTISGARH","India","Korba","Korba2005",0.54000002,31889.5003503516
2005,"CHHATTISGARH","India","Narayanpur","Narayanpur2005",0.18000001,31889.5003503516
2005,"CHHATTISGARH","India","Kabirdham","Kabirdham2005",2.98,31889.5003503516
2005,"CHHATTISGARH","India","Surguja","Surguja2005",0.82499999,31889.5003503516
2005,"CHHATTISGARH","India","Janjgir-Champa","Janjgir-Champa2005",2.5450001,31889.5003503516
2005,"CHHATTISGARH","India","Rajnandgaon","Rajnandgaon2005",2.74,31889.5003503516
2005,"CHHATTISGARH","India","Dantewada","Dantewada2005",0.45333332,31889.5003503516
2005,"CHHATTISGARH","India","Bilaspur","Bilaspur2005",2.0584614,31889.5003503516
2005,"CHHATTISGARH","India","Bastar","Bastar2005",0.54908526,31889.5003503516
2005,"DELHI","India","West","West2005",11.62,76635.4462979191
2005,"DELHI","India","North West","North West2005",12.74,76635.4462979191
2005,"GOA","India","North Goa","North Goa2005",2.8900001,7465.51104645877
2005,"GUJARAT","India","Surendranagar","Surendranagar2005",9.1950006,143830.230923287
2005,"GUJARAT","India","Patan","Patan2005",4.3600001,143830.230923287
2005,"GUJARAT","India","Tapi","Tapi2005",4.21,143830.230923287
2005,"GUJARAT","India","Sabar Kantha","Sabar Kantha2005",3.9879999,143830.230923287
2005,"GUJARAT","India","Valsad","Valsad2005",5.7133331,143830.230923287
2005,"GUJARAT","India","Vadodara","Vadodara2005",4.3688889,143830.230923287
2005,"GUJARAT","India","Navsari","Navsari2005",1.8345578,143830.230923287
2005,"GUJARAT","India","Rajkot","Rajkot2005",6.2719998,143830.230923287
2005,"GUJARAT","India","Ahmadabad","Ahmadabad2005",9.2399998,143830.230923287
2005,"GUJARAT","India","The Dangs","The Dangs2005",0.25999999,143830.230923287
2005,"GUJARAT","India","Kheda","Kheda2005",6.9899998,143830.230923287
2005,"GUJARAT","India","Amreli","Amreli2005",8.96,143830.230923287
2005,"GUJARAT","India","Banas Kantha","Banas Kantha2005",5.6499996,143830.230923287
2005,"GUJARAT","India","Bharuch","Bharuch2005",5.5880003,143830.230923287
2005,"GUJARAT","India","Mahesana","Mahesana2005",2.405,143830.230923287
2005,"GUJARAT","India","Gandhinagar","Gandhinagar2005",3.28,143830.230923287
2005,"GUJARAT","India","Narmada","Narmada2005",3.77,143830.230923287
2005,"GUJARAT","India","Kachchh","Kachchh2005",9.6599998,143830.230923287
2005,"GUJARAT","India","Anand","Anand2005",4.5666666,143830.230923287
2005,"GUJARAT","India","Jamnagar","Jamnagar2005",1.5175,143830.230923287
2005,"GUJARAT","India","Bhavnagar","Bhavnagar2005",4.48,143830.230923287
2005,"GUJARAT","India","Surat","Surat2005",3.0474999,143830.230923287
2005,"HARYANA","India","Kaithal","Kaithal2005",1.1950001,75983.3751014822
2005,"HARYANA","India","Sonipat","Sonipat2005",0.97333336,75983.3751014822
2005,"HARYANA","India","Bhiwani","Bhiwani2005",11.073333,75983.3751014822
2005,"HARYANA","India","Kurukshetra","Kurukshetra2005",11.04,75983.3751014822
2005,"HARYANA","India","Rohtak","Rohtak2005",7.04,75983.3751014822
2005,"HARYANA","India","Rewari","Rewari2005",9.3600006,75983.3751014822
2005,"HARYANA","India","Panipat","Panipat2005",1.9,75983.3751014822
2005,"HARYANA","India","Jhajjar","Jhajjar2005",5.8066669,75983.3751014822
2005,"HARYANA","India","Jind","Jind2005",11.576364,75983.3751014822
2005,"HARYANA","India","Fatehabad","Fatehabad2005",15.22,75983.3751014822
2005,"HARYANA","India","Nuh","Nuh2005",6.77,75983.3751014822
2005,"HARYANA","India","Ambala","Ambala2005",6.5325003,75983.3751014822
2005,"HARYANA","India","Palwal","Palwal2005",11.02,75983.3751014822
2005,"HARYANA","India","Karnal","Karnal2005",3.9300001,75983.3751014822
2005,"HARYANA","India","Gurgaon","Gurgaon2005",10.38,75983.3751014822
2005,"HARYANA","India","Yamunanagar","Yamunanagar2005",1.2919999,75983.3751014822
2005,"HARYANA","India","Panchkula","Panchkula2005",0.22,75983.3751014822
2005,"HARYANA","India","Sirsa","Sirsa2005",15.768333,75983.3751014822
2005,"HARYANA","India","Hisar","Hisar2005",4.875,75983.3751014822
2005,"HARYANA","India","Mahendragarh","Mahendragarh2005",8.75,75983.3751014822
2005,"HIMACHAL PRADESH","India","Kullu","Kullu2005",-2.0599999,18542.7195242815
2005,"HIMACHAL PRADESH","India","Sirmaur","Sirmaur2005",-0.99999994,18542.7195242815
2005,"HIMACHAL PRADESH","India","Hamirpur","Hamirpur2005",-2.3,18542.7195242815
2005,"HIMACHAL PRADESH","India","Solan","Solan2005",1.058,18542.7195242815
2005,"HIMACHAL PRADESH","India","Una","Una2005",-2.4960001,18542.7195242815
2005,"HIMACHAL PRADESH","India","Kangra","Kangra2005",-0.94695652,18542.7195242815
2005,"HIMACHAL PRADESH","India","Mandi","Mandi2005",-1.4555556,18542.7195242815
2005,"JHARKHAND","India","Dumka","Dumka2005",2,35232.7485675513
2005,"JHARKHAND","India","Pashchimi Singhbhum","Pashchimi Singhbhum2005",1.4,35232.7485675513
2005,"JHARKHAND","India","Ranchi","Ranchi2005",0.62,35232.7485675513
2005,"KARNATAKA","India","Uttara Kannada","Uttara Kannada2005",13.88,121069.213300701
2005,"KARNATAKA","India","Shimoga","Shimoga2005",1,121069.213300701
2005,"MADHYA PRADESH","India","Ashoknagar","Ashoknagar2005",0.57999998,81797.3098859316
2005,"MADHYA PRADESH","India","Chhindwara","Chhindwara2005",1.5314286,81797.3098859316
2005,"MADHYA PRADESH","India","East Nimar","East Nimar2005",0.80000001,81797.3098859316
2005,"MADHYA PRADESH","India","Rajgarh","Rajgarh2005",2.1560001,81797.3098859316
2005,"MADHYA PRADESH","India","Gwalior","Gwalior2005",1.3766667,81797.3098859316
2005,"MADHYA PRADESH","India","Hoshangabad","Hoshangabad2005",1.992,81797.3098859316
2005,"MADHYA PRADESH","India","Raisen","Raisen2005",1.9675,81797.3098859316
2005,"MADHYA PRADESH","India","Anuppur","Anuppur2005",0.2,81797.3098859316
2005,"MADHYA PRADESH","India","Dewas","Dewas2005",3.2666667,81797.3098859316
2005,"MADHYA PRADESH","India","Neemuch","Neemuch2005",2.1933334,81797.3098859316
2005,"MADHYA PRADESH","India","Ujjain","Ujjain2005",2.1800001,81797.3098859316
2005,"MADHYA PRADESH","India","Narsimhapur","Narsimhapur2005",1.785,81797.3098859316
2005,"MADHYA PRADESH","India","Morena","Morena2005",4.2975001,81797.3098859316
2005,"MADHYA PRADESH","India","Seoni","Seoni2005",0.99000001,81797.3098859316
2005,"MADHYA PRADESH","India","Burhanpur","Burhanpur2005",1.58,81797.3098859316
2005,"MADHYA PRADESH","India","Damoh","Damoh2005",1.2533333,81797.3098859316
2005,"MADHYA PRADESH","India","Datia","Datia2005",3.3,81797.3098859316
2005,"MADHYA PRADESH","India","Sagar","Sagar2005",2.0066667,81797.3098859316
2005,"MADHYA PRADESH","India","Sheopur","Sheopur2005",1.5599999,81797.3098859316
2005,"MADHYA PRADESH","India","Dindori","Dindori2005",0.18000001,81797.3098859316
2005,"MADHYA PRADESH","India","Rewa","Rewa2005",1.92,81797.3098859316
2005,"MADHYA PRADESH","India","Harda","Harda2005",6.4000001,81797.3098859316
2005,"MADHYA PRADESH","India","West Nimar","West Nimar2005",1.8666667,81797.3098859316
2005,"MADHYA PRADESH","India","Narsinghpur","Narsinghpur2005",0.41999999,81797.3098859316
2005,"MADHYA PRADESH","India","Vidisha","Vidisha2005",3.7449999,81797.3098859316
2005,"MADHYA PRADESH","India","Bhind","Bhind2005",6.6100001,81797.3098859316
2005,"MADHYA PRADESH","India","Panna","Panna2005",1,81797.3098859316
2005,"MADHYA PRADESH","India","Mandsaur","Mandsaur2005",1.6,81797.3098859316
2005,"MADHYA PRADESH","India","Satna","Satna2005",0.80000001,81797.3098859316
2005,"MADHYA PRADESH","India","Shivpuri","Shivpuri2005",0.95599997,81797.3098859316
2005,"MADHYA PRADESH","India","Balaghat","Balaghat2005",1.5428572,81797.3098859316
2005,"MADHYA PRADESH","India","Guna","Guna2005",1.9371428,81797.3098859316
2005,"MADHYA PRADESH","India","Sehore","Sehore2005",2.8,81797.3098859316
2005,"MADHYA PRADESH","India","Bhopal","Bhopal2005",1.8,81797.3098859316
2005,"MADHYA PRADESH","India","Shajapur","Shajapur2005",1.48,81797.3098859316
2005,"MADHYA PRADESH","India","Jabalpur","Jabalpur2005",3.5999999,81797.3098859316
2005,"MADHYA PRADESH","India","Betul","Betul2005",0.47,81797.3098859316
2005,"MADHYA PRADESH","India","Ratlam","Ratlam2005",2.4266667,81797.3098859316
2005,"MAHARASHTRA","India","Yavatmal","Yavatmal2005",4.4000001,312392.006767147
2005,"MAHARASHTRA","India","Amravati","Amravati2005",5.2455554,312392.006767147
2005,"MAHARASHTRA","India","Buldhana","Buldhana2005",3.0599999,312392.006767147
2005,"MAHARASHTRA","India","Chandrapur","Chandrapur2005",3.7428572,312392.006767147
2005,"MAHARASHTRA","India","Satara","Satara2005",1.9,312392.006767147
2005,"MAHARASHTRA","India","Nanded","Nanded2005",2.552,312392.006767147
2005,"MAHARASHTRA","India","Jalna","Jalna2005",10.01,312392.006767147
2005,"MAHARASHTRA","India","Dhule","Dhule2005",11.573334,312392.006767147
2005,"MAHARASHTRA","India","Nagpur","Nagpur2005",2.0647058,312392.006767147
2005,"MAHARASHTRA","India","Gondia","Gondia2005",1.9849999,312392.006767147
2005,"MAHARASHTRA","India","Wardha","Wardha2005",10.58,312392.006767147
2005,"MAHARASHTRA","India","Parbhani","Parbhani2005",3.0666666,312392.006767147
2005,"MAHARASHTRA","India","Ratnagiri","Ratnagiri2005",0.68000001,312392.006767147
2005,"MAHARASHTRA","India","Sindhudurg","Sindhudurg2005",0.23,312392.006767147
2005,"MAHARASHTRA","India","Gadchiroli","Gadchiroli2005",2.4585714,312392.006767147
2005,"MAHARASHTRA","India","Thane","Thane2005",0.56666666,312392.006767147
2005,"MAHARASHTRA","India","Ahmednagar","Ahmednagar2005",2.48,312392.006767147
2005,"MAHARASHTRA","India","Nashik","Nashik2005",5.4000001,312392.006767147
2005,"MAHARASHTRA","India","Jalgaon","Jalgaon2005",7.4649997,312392.006767147
2005,"MAHARASHTRA","India","Raigad","Raigad2005",0.41999999,312392.006767147
2005,"MAHARASHTRA","India","Pune","Pune2005",4.2466664,312392.006767147
2005,"MAHARASHTRA","India","Akola","Akola2005",2.6600001,312392.006767147
2005,"MAHARASHTRA","India","Bhandara","Bhandara2005",1.852,312392.006767147
2005,"MEGHALAYA","India","West Garo Hills","West Garo Hills2005",0,4603.79917892576
2005,"MEGHALAYA","India","East Khasi Hills","East Khasi Hills2005",0.40666667,4603.79917892576
2005,"MEGHALAYA","India","East Garo Hills","East Garo Hills2005",0.24000001,4603.79917892576
2005,"NAGALAND","India","Kohima","Kohima2005",6.9899998,4527.31968271537
2005,"NAGALAND","India","Dimapur","Dimapur2005",2.2079999,4527.31968271537
2005,"PUNJAB","India","Faridkot","Faridkot2005",12.93,76146.0457797185
2005,"PUNJAB","India","Shahid Bhagat Singh Nagar","Shahid Bhagat Singh Nagar2005",0.87,76146.0457797185
2005,"PUNJAB","India","Barnala","Barnala2005",5.52,76146.0457797185
2005,"PUNJAB","India","Rupnagar","Rupnagar2005",1.552,76146.0457797185
2005,"PUNJAB","India","Sangrur","Sangrur2005",7.7999997,76146.0457797185
2005,"PUNJAB","India","Hoshiarpur","Hoshiarpur2005",1.9679999,76146.0457797185
2005,"PUNJAB","India","Ferozepur","Ferozepur2005",14.446667,76146.0457797185
2005,"PUNJAB","India","Amritsar","Amritsar2005",2.628,76146.0457797185
2005,"PUNJAB","India","Bathinda","Bathinda2005",9.868,76146.0457797185
2005,"PUNJAB","India","Kapurthala","Kapurthala2005",4.6900001,76146.0457797185
2005,"PUNJAB","India","Jalandhar","Jalandhar2005",3.0066667,76146.0457797185
2005,"PUNJAB","India","Patiala","Patiala2005",10.25,76146.0457797185
2005,"PUNJAB","India","Mansa","Mansa2005",5.0799999,76146.0457797185
2005,"PUNJAB","India","Moga","Moga2005",1.92,76146.0457797185
2005,"PUNJAB","India","Ludhiana","Ludhiana2005",1.6466666,76146.0457797185
2005,"PUNJAB","India","Fatehgarh Sahib","Fatehgarh Sahib2005",1.64,76146.0457797185
2005,"PUNJAB","India","Sahibzada Ajit Singh Nagar","Sahibzada Ajit Singh Nagar2005",2.04,76146.0457797185
2005,"PUNJAB","India","Gurdaspur","Gurdaspur2005",2.7525001,76146.0457797185
2005,"PUNJAB","India","Muktsar","Muktsar2005",5.7066665,76146.0457797185
2005,"PUNJAB","India","Tarn Taran","Tarn Taran2005",4.7449999,76146.0457797185
2005,"RAJASTHAN","India","Bhilwara","Bhilwara2005",6.1500001,96520.3832700025
2005,"RAJASTHAN","India","Barmer","Barmer2005",5.7415385,96520.3832700025
2005,"RAJASTHAN","India","Ganganagar","Ganganagar2005",6.4533334,96520.3832700025
2005,"RAJASTHAN","India","Jhunjhunu","Jhunjhunu2005",4.6999998,96520.3832700025
2005,"RAJASTHAN","India","Dhaulpur","Dhaulpur2005",8.8199997,96520.3832700025
2005,"RAJASTHAN","India","Nagaur","Nagaur2005",8.2818184,96520.3832700025
2005,"RAJASTHAN","India","Jalore","Jalore2005",6.6428571,96520.3832700025
2005,"RAJASTHAN","India","Jhalawar","Jhalawar2005",2.1333334,96520.3832700025
2005,"RAJASTHAN","India","Tonk","Tonk2005",13.213333,96520.3832700025
2005,"RAJASTHAN","India","Jhunjhunun","Jhunjhunun2005",18.040001,96520.3832700025
2005,"RAJASTHAN","India","Dholpur","Dholpur2005",6.3959999,96520.3832700025
2005,"RAJASTHAN","India","Dausa","Dausa2005",8.8599997,96520.3832700025
2005,"RAJASTHAN","India","Ajmer","Ajmer2005",9.8969231,96520.3832700025
2005,"RAJASTHAN","India","Kota","Kota2005",5.7800002,96520.3832700025
2005,"RAJASTHAN","India","Chittorgarh","Chittorgarh2005",2.8050001,96520.3832700025
2005,"RAJASTHAN","India","Sikar","Sikar2005",11.006667,96520.3832700025
2005,"RAJASTHAN","India","Bundi","Bundi2005",8.1999998,96520.3832700025
2005,"RAJASTHAN","India","Churu","Churu2005",14.958,96520.3832700025
2005,"RAJASTHAN","India","Jaipur","Jaipur2005",12.176666,96520.3832700025
2005,"RAJASTHAN","India","Banswara","Banswara2005",6.2550001,96520.3832700025
2005,"RAJASTHAN","India","Udaipur","Udaipur2005",1.395,96520.3832700025
2005,"RAJASTHAN","India","Hanumangarh","Hanumangarh2005",3.724,96520.3832700025
2005,"RAJASTHAN","India","Karauli","Karauli2005",9.5733328,96520.3832700025
2005,"RAJASTHAN","India","Rajsamand","Rajsamand2005",3.1949999,96520.3832700025
2005,"RAJASTHAN","India","Alwar","Alwar2005",7.7054543,96520.3832700025
2005,"RAJASTHAN","India","Baran","Baran2005",1.3933333,96520.3832700025
2005,"RAJASTHAN","India","Bikaner","Bikaner2005",11.064,96520.3832700025
2005,"RAJASTHAN","India","Sawai Madhopur","Sawai Madhopur2005",8.724,96520.3832700025
2005,"RAJASTHAN","India","Bharatpur","Bharatpur2005",11.292001,96520.3832700025
2005,"RAJASTHAN","India","Pali","Pali2005",12.54,96520.3832700025
2005,"RAJASTHAN","India","Pratapgarh","Pratapgarh2005",0.81999999,96520.3832700025
2005,"RAJASTHAN","India","Sirohi","Sirohi2005",3.9333334,96520.3832700025
2005,"RAJASTHAN","India","Jaisalmer","Jaisalmer2005",6.0106015,96520.3832700025
2005,"RAJASTHAN","India","Dungarpur","Dungarpur2005",5.7533331,96520.3832700025
2005,"TAMIL NADU","India","Theni","Theni2005",2.28,169349.554452736
2005,"TRIPURA","India","Dhalai","Dhalai2005",0.2,7076.18261933905
2005,"TRIPURA","India","North Tripura","North Tripura2005",0.60000002,7076.18261933905
2005,"TRIPURA","India","West Tripura","West Tripura2005",0.37946829,7076.18261933905
2005,"TRIPURA","India","South Tripura","South Tripura2005",0.60000002,7076.18261933905
2005,"UTTAR PRADESH","India","Bijnor","Bijnor2005",2.4200001,196772.019443446
2005,"UTTAR PRADESH","India","Ballia","Ballia2005",1.7800001,196772.019443446
2005,"UTTAR PRADESH","India","Balrampur","Balrampur2005",1.1,196772.019443446
2005,"UTTAR PRADESH","India","Basti","Basti2005",1.4,196772.019443446
2005,"UTTAR PRADESH","India","Bulandshahr","Bulandshahr2005",0.75999999,196772.019443446
2005,"UTTAR PRADESH","India","Jhansi","Jhansi2005",4.4900002,196772.019443446
2005,"UTTAR PRADESH","India","Budaun","Budaun2005",1.2257771,196772.019443446
2005,"UTTAR PRADESH","India","Aligarh","Aligarh2005",6.6533337,196772.019443446
2005,"UTTAR PRADESH","India","Prayagraj","Prayagraj2005",6.3639998,196772.019443446
2005,"UTTAR PRADESH","India","Azamgarh","Azamgarh2005",3.0814285,196772.019443446
2005,"UTTAR PRADESH","India","Bareilly","Bareilly2005",0.68216437,196772.019443446
2005,"UTTAR PRADESH","India","Banda","Banda2005",6.0531611,196772.019443446
2005,"UTTAR PRADESH","India","Agra","Agra2005",3.5666666,196772.019443446
2005,"UTTAR PRADESH","India","Baghpat","Baghpat2005",1.2,196772.019443446
2005,"UTTARAKHAND","India","Udam Singh Nagar","Udam Singh Nagar2005",1.9400001,20094.1920315865
2005,"UTTARAKHAND","India","Nainital","Nainital2005",30.26,20094.1920315865
2005,"WEST BENGAL","India","Paschim Bardhaman","Paschim Bardhaman2005",0,172722.095332818
2005,"WEST BENGAL","India","Murshidabad","Murshidabad2005",0.39721742,172722.095332818
2006,"ANDHRA PRADESH","India","Chittoor","Chittoor2006",3.4112499,192839.591453722
2006,"ANDHRA PRADESH","India","Krishna","Krishna2006",2.24,192839.591453722
