country,state,district,year,dyid,arsenic,carbonate,calcium,chloride,electricalconductivity,fluorine,iron,hydrogencarbonate,potassium,magnesium,nitrate,sodium,percentageofsodium,phosphateion,residualsodiumcarbonate,sodiumabsorptionratio,sulfate,silicondioxide,hardnesstotal,alkalinitytotal,totaldissolvedsolids,potentialofhydrogen
India,Gujarat,Bharuch,2009,Bharuch2009,,0,69.125,419.29413,2221.5881,0.90882355,0.33000001,546.11768,21.170588,71.153526,49.470589,306.17648,,,7.5977778,5.5387502,34,,460.58823,447.64706,,7.4482355
India,Gujarat,Bharuch,2010,Bharuch2010,,0,57.333332,207.55556,1391.9445,0.40555555,0.38999999,468.33334,63.58889,40.73111,41.777779,172.27777,,,5.7400002,4.2538891,32.611111,,310.55554,383.88333,,7.9505558
India,Gujarat,Bharuch,2011,Bharuch2011,,18.719999,68,258.38461,1739.6154,0.50115383,0.69999999,468.34616,47.954166,52.946537,35.96154,202.38461,,,5.8623528,4.6811538,57.076923,,387.69232,418.836,,8.1915388
India,Gujarat,Bharuch,2012,Bharuch2012,,24,77.333336,301.58334,1931,0.65166664,0.92291665,431.58334,67.599998,73.269997,42.708332,199.20833,,,6.6675,4.1270833,125.75,,496.66666,393.74582,,8.2700005
India,Gujarat,Bharuch,2013,Bharuch2013,,0,117.42857,653.60712,2976.5715,0.55333334,2.1557143,496.96429,51.650002,120.46893,32.392857,357.53571,,,5.3340001,4.8535714,256.21429,,806.96429,407.35001,,7.9946427
India,Gujarat,Bharuch,2014,Bharuch2014,,3.375,103,337.90625,1892.4688,0.46937498,0.88727272,477.28125,40.025002,62.688126,20.34375,198.0625,,,-4.714375,4.0753126,80.8125,,515.9375,396.83875,,7.9749999
India,Gujarat,Bharuch,2015,Bharuch2015,,4.1538463,100.76923,333.38461,1959.3462,0.74347824,,461.42307,35.973076,66.981155,22.346153,198.26923,,,-5.6723075,4.0153847,106.73077,,528.84613,385.13885,,8.0761538
India,Gujarat,Bharuch,2016,Bharuch2016,,12.521739,57.75,255.75,1484.6666,0.70666665,5.5985713,464.375,13.079166,45.083332,15.25,197.29167,,,,4.4583335,37.625,,390.41666,400.625,994.83331,8.1808329
India,Gujarat,Bharuch,2017,Bharuch2017,,29.5,93.793106,245.20689,1624.6207,0.64413792,0.082034484,431.06897,32.144829,54.618805,24.793104,167,,,-2.5852671,3.6686361,75.770111,,458.96552,394.02487,1088.4958,8.0520687
India,Gujarat,Bharuch,2018,Bharuch2018,0,11.842105,65.473686,339.78946,1894,0.73000002,0,342.8421,36.410526,70.210526,30.105263,208.26315,,0,-6.0624347,4.2242103,142.63158,0,452.63159,300.78946,1269,7.9852633
India,Gujarat,Bhavnagar,2000,Bhavnagar2000,,0,102.90909,555.72729,2607.8181,0.73090911,2.0999999,431.45456,17.799999,68.090912,94.318184,382.72726,,,4.5433335,7.4436364,167.18182,,537.54547,,,7.7854548
India,Gujarat,Bhavnagar,2001,Bhavnagar2001,,,,628.66669,2899.1667,,,,,,,,,,,,,,,,,8.0749998
India,Gujarat,Bhavnagar,2002,Bhavnagar2002,,0,62.18182,465.13635,2217.1819,0.91727275,,361.52274,8.1804543,56.636364,27.359524,360.45456,,,7.0816665,8.3022728,,,388.63635,296.32727,,7.4927273
India,Gujarat,Bhavnagar,2003,Bhavnagar2003,,,,,2235.2942,1.3529412,,,,,,,,,,,,,,,,
India,Gujarat,Bhavnagar,2004,Bhavnagar2004,,0,72,589.81818,2900.2727,1.4609091,0.11418182,401.54544,3.4909091,46.767273,89.181816,507.63635,,,7.5240002,10.635717,219.54546,,372.72726,341.07001,,7.8754544
India,Gujarat,Bhavnagar,2005,Bhavnagar2005,,11.25,41,270.75,1429.625,0.80000001,0.21625,240.875,4.7937498,43.75,57.1875,217.375,,,4.48,6.4256248,97.6875,,280.625,216.1875,,7.96
India,Gujarat,Bhavnagar,2006,Bhavnagar2006,,0,82.121216,400.15152,2093.6365,0.62484848,0.30579999,420.06061,8.4515152,63.367878,84.378784,299.39395,,,9.2328568,6.9987879,129.42424,,464.57574,344.33636,,7.8151517
India,Gujarat,Bhavnagar,2007,Bhavnagar2007,,31.23077,70.192307,460.30768,2271.4231,0.99333334,0.42379999,409.19232,9.2884617,69.153847,56.653847,330.84616,,,7.4584613,6.765769,56.346153,,451.15384,387.4577,,8.234231
India,Gujarat,Bhavnagar,2008,Bhavnagar2008,,0,73.777779,476.2963,2401.5186,0.87962961,0.25,437.40741,7.7769232,68.296295,52.259258,324.11111,,,8.718461,7.1614814,82.185188,,465.92593,358.51852,,7.6970372
India,Gujarat,Bhavnagar,2009,Bhavnagar2009,,0,74.666664,474.39999,2386.6667,0.69166666,0.61000001,497.70001,8.7666664,82.005997,89.333336,326.46667,,,9.8671427,6.9429998,73.26667,,526.33331,407.95667,,8.0066671
India,Gujarat,Bhavnagar,2010,Bhavnagar2010,,7.6153846,96.307693,464.23077,2446.8076,0.86730772,0.32750002,510.96155,13.946154,69.821922,81.346153,406.84616,,,10.890769,9.7523079,238.80769,,527.69232,431.51538,,8.0576925
India,Gujarat,Bhavnagar,2011,Bhavnagar2011,,0,104.48,513.79999,2617.9199,1.2164,0.45999998,591,8.1440001,73.008003,65.120003,407.32001,,,13.489091,8.5067997,165.8,,561.20001,484.42401,,8.1056004
India,Gujarat,Bhavnagar,2012,Bhavnagar2012,,14.75,80.599998,438.85001,2534.8501,0.97250003,1.0633333,436.64999,11.745,69.4655,101.6,370.60001,,,10.501818,8.4755001,192.64999,,487.5,382.505,,8.2974997
India,Gujarat,Bhavnagar,2013,Bhavnagar2013,,0,91.333336,441.74075,2385.2222,0.68185186,0.41111112,502.14816,10.162963,53.245556,50.444443,349.2963,,,12.972727,8.3174076,122.2963,,452.22223,411.59631,,7.8218517
India,Gujarat,Bhavnagar,2014,Bhavnagar2014,,0,90.117645,414.35294,2322.7646,0.88545454,0.24499999,538.67645,9.3531246,62.322647,71.852943,326.29413,,,-1.5876471,8.2229414,91.588234,,481.17648,441.53793,,7.9299998
India,Gujarat,Bhavnagar,2015,Bhavnagar2015,,37.032257,112.45161,368.32257,2012.5807,0.87064517,,379.39355,8.6322584,86.998062,51.741936,192,,,-10.629032,3.7335484,98.096771,,638.38708,372.6987,,8.1848392
India,Gujarat,Bhavnagar,2016,Bhavnagar2016,,12,102.46154,341.88461,2012.3077,0.75615382,0.1,503.5,7.3076921,74.153847,55.26923,223.73077,,,,4.0115385,81.192307,,565,432.69232,1348.3077,8.1269226
India,Gujarat,Bhavnagar,2017,Bhavnagar2017,,6.6666665,72.59259,426.62964,2138.0371,0.83740741,0.26470369,419.77777,9.9703703,78.264618,62.259258,270.74075,,,-6.0599933,7.3100615,75.387764,,503.33334,351.48755,1432.4849,8.1344442
India,Gujarat,Bhavnagar,2018,Bhavnagar2018,0,5.4545455,104.39091,610.45453,2884.7273,1.1772728,0,424.27274,10.327272,93.045456,53.636364,410.77274,,0,-11.43477,8.4368181,259.36365,0,643.18182,356.81818,1932.7727,8.0572729
India,Rajasthan,Bhilwara,2000,Bhilwara2000,,9.333333,75.421051,280.10526,1780.5264,1.5268421,1.1327778,484.8421,41.421051,43.63158,70.631577,213.40579,,,6.6300001,4.666842,77.473686,,376.8421,412.14737,,7.9115791
India,Rajasthan,Bhilwara,2001,Bhilwara2001,,6.6666665,67.481483,270.22223,1804.4445,1.9437037,1.0716,463.55554,25.444445,59.629631,49.257038,239.96297,,,7.0728569,5.4566665,141.7037,,414.07407,391.07407,,7.8455558
India,Rajasthan,Bhilwara,2002,Bhilwara2002,,0,55.882355,247.64706,1582.0588,1.7735294,0.60941178,389.05884,39.0625,59.941177,113.23529,187.64706,,,6.0299997,4.2841177,81.882355,,391.76471,318.89999,,7.5605884
India,Rajasthan,Bhilwara,2003,Bhilwara2003,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Bhilwara,2004,Bhilwara2004,,9.1199999,44.959999,228.44,1428.4,1.7312,0.6512,371.76001,15.404,37.48,57.52,219.60001,,,6.095294,6.9428,66.199997,,266.79999,319.92001,,8.2944002
India,Rajasthan,Bhilwara,2005,Bhilwara2005,,0,58.476189,267.14285,1702.381,1.7771429,1.1966667,424.09525,40.895237,48.904762,71.62381,238.66667,,,6.1500001,5.6604762,123.66666,,347.61905,347.61429,,7.855238
India,Rajasthan,Bhilwara,2006,Bhilwara2006,,20.4,61.599998,290.29999,1836.75,1.895,2.0775001,393.04999,20.225,66.400002,118.055,251.25,,,6.9888887,5.6019998,125.6,,427,356.17001,,8.2045002
India,Rajasthan,Bhilwara,2007,Bhilwara2007,,0,92.444443,331.66666,2151.3889,1.9877778,0.96000004,559.72223,36.033333,62.833332,103.59444,294.05554,,,13.123333,6.1844444,143.83333,,489.44446,458.78333,,7.8572221
India,Rajasthan,Bhilwara,2008,Bhilwara2008,,18.4,62,285.625,1672.5,1.834375,0.78562498,397.25,15.33125,43.125,51.181252,265.8125,,,8.0342855,6.8243752,121.5,,332.8125,354.36249,,8.3318748
India,Rajasthan,Bhilwara,2009,Bhilwara2009,,6.4285712,67.071426,268.42856,1800.3572,1.8960714,1.0465385,463.10715,24.739286,58.107143,48.533573,241.53572,,,7.0279999,5.5660715,140.92857,,406.78571,390.3107,,7.8474998
India,Rajasthan,Bhilwara,2010,Bhilwara2010,,14.086957,82.333336,509.08334,2227.7083,2.92625,0.47458333,346.625,9.4333334,52.677502,50.601665,361.75,,,7.7314286,8.5450001,138.08333,,422.08334,306.62082,,8.2237501
India,Rajasthan,Bhilwara,2011,Bhilwara2011,,4,82.516129,563.5484,2643.5483,1.7045161,0.4864516,418.2258,13.964516,65.271294,75.022583,437.70969,,,6.9672728,9.3022585,224.09677,,474.35483,349.26129,,7.9400001
India,Rajasthan,Bhilwara,2012,Bhilwara2012,,9.2142859,77.827583,521.48279,2478.1035,2.6496551,1.1001035,429.10345,9.6785717,59.856518,56.827587,420.79309,,,8.5485716,9.46,194.93103,,440.68967,366.55862,,8.024828
India,Rajasthan,Bhilwara,2013,Bhilwara2013,,15.304348,70.869568,321.43478,2239.1304,0.96173912,0.63733333,481.17392,17.943478,68.326958,113.34782,300.95651,,,3.3644445,6.1886954,158.30435,,457.82608,419.90436,,8.1347828
India,Rajasthan,Bhilwara,2014,Bhilwara2014,,9.826087,87.800003,552.64001,2737.8,1.766,0.58240002,469.76001,11.028,71.6912,71.279999,434.12,,,-4.5560002,8.6683998,222.24001,,513.96002,400.116,,8.1208
India,Rajasthan,Bhilwara,2015,Bhilwara2015,,0,68.333336,295.25,1928.5,1.8058333,0.73874998,450.33334,18.366667,65.323334,52.5,235.91667,,,-2.8049998,5.2575002,134.75,,439.16666,369.125,,7.9075003
India,Rajasthan,Bhilwara,2016,Bhilwara2016,,0,63.846153,345.73077,1950.1923,2.1015384,0.88038462,505.34616,6.1038461,52.884617,43.830769,333.61539,,0.0099999998,,,149.65384,,377.30768,,1267.625,7.8299999
India,Rajasthan,Bhilwara,2017,Bhilwara2017,,8.666667,51.9375,354.59375,2091.7188,1.5284375,1.3265625,486.375,11.05,55.114998,47.141251,349.40625,,0.066875003,,,165.375,,356.46875,410.85593,1359.6172,8.0618753
India,Rajasthan,Bhilwara,2018,Bhilwara2018,0,0,74.833336,409.25,2285.9167,1.20225,0.27166668,403.91666,21.404167,71.186668,45.584167,308.125,,0.052375,0,5.7508335,216.20833,0,479.58334,331.07916,1485.8458,7.9158335
India,Madhya Pradesh,Bhind,2000,Bhind2000,,0,55.925926,138.25926,1611.5555,0.99666667,,648.88892,3.3814814,52.407406,27.851852,199.22223,,,12.069473,5.4307408,64,,354.44446,,,7.7814817
India,Madhya Pradesh,Bhind,2001,Bhind2001,,0.72000003,69.360001,252.12,2154.1201,0.66750002,,691.91998,4.1680002,68.839996,25.072001,278.20001,,,10.030526,5.744,111.76,,454,,,7.7080002
India,Madhya Pradesh,Bhind,2002,Bhind2002,,0,68.260872,194.91304,1746.7391,0.78909093,,600.34784,22.830435,67.260872,54.652172,193.34782,,,10.367692,4.1143479,87.565216,,448.47827,,,7.4504347
India,Madhya Pradesh,Bhind,2003,Bhind2003,,,,,975,0.74000001,,,,,,,,,,,,,,,,7.5999999
India,Madhya Pradesh,Bhind,2004,Bhind2004,,0,104.1,358.94736,2335.25,0.9168421,,560.05261,22.950001,62.115002,53.052631,265.60001,,,9.7600002,5.5895,80.789474,,515.25,459.05789,,7.4384999
India,Madhya Pradesh,Bhind,2005,Bhind2005,,0,67.157898,164.10527,1582.3684,0.83684212,,509.1579,3.636842,54.530525,22.968422,191.42105,,,6.6100001,4.1552629,116.31579,,391.8421,417.35263,,7.4621053
India,Madhya Pradesh,Bhind,2006,Bhind2006,,0,67.238098,203.19048,1782.381,1.2271428,,481.42856,8.3999996,85.813332,94.414284,175.61905,,,4.7379999,3.5604763,153.14285,,520.71429,394.61905,,7.6985712
India,Madhya Pradesh,Bhind,2007,Bhind2007,,0,108,303.89474,2127.7368,1.1252632,,609.8421,19.805264,61.489475,29.421053,239.89473,,,10.274286,5.1994739,82.947365,,522.36841,499.87369,,7.364737
India,Madhya Pradesh,Bhind,2008,Bhind2008,,0,64.421051,134.63158,1685.0526,0.9873684,0.87700003,662.1579,3.3,42.817894,17.294737,235.94737,,,10.714118,5.8947368,102.8421,,336.8421,542.76318,,7.4273682
India,Madhya Pradesh,Bhind,2009,Bhind2009,,0,54.18182,91.454544,1238.4546,0.86272728,,530.63635,3.8090909,52.006363,24.545454,128.18182,,,5.5124998,3.1609092,37.454544,,349.09091,475.39999,,8.0100002
India,Madhya Pradesh,Bhind,2010,Bhind2010,,0,54.666668,136.4762,1466.9048,1.1180953,0.52999997,588.5238,18.157143,47.012856,17.380953,175.2381,,,8.1711111,4.3114285,42.238094,,329.7619,482.39999,,7.822381
India,Madhya Pradesh,Bhind,2011,Bhind2011,,0,40.5,145,1677.625,0.96312499,0.21333334,639.625,25.99375,57.669998,34.568748,222.375,,,11.462857,6.3418751,88.056252,,338.25,524.28247,,7.9406252
India,Madhya Pradesh,Bhind,2012,Bhind2012,,0,49.599998,138.26666,1606.0667,0.83466667,0.49666667,633.26666,16.816668,49.628666,33.146667,208.26666,,,10.086154,5.098,59.759998,,328.06668,530.29999,,7.4733334
India,Madhya Pradesh,Bhind,2013,Bhind2013,,21.9,63.799999,232.10001,1842.75,0.66850001,,384.64999,6.4499998,57.517498,40.549999,238.05,,,3.5975001,4.8604999,219,,395.75,351.79498,,7.9095001
India,Madhya Pradesh,Bhind,2014,Bhind2014,,13.764706,31.17647,238.29411,2080.4119,0.6564706,,644.29413,25.782352,61.321175,36.664707,307.05884,,,8.8376474,7.7829409,79.705879,,330,551.05176,,7.8229413
India,Madhya Pradesh,Bhind,2015,Bhind2015,,17.333334,100.77778,201.94444,1679.7222,0.58611113,,344.83334,3.5,29.297777,42.055557,206.11111,,,-2.418889,4.4105554,194.5,,371.94446,311.53946,,7.8183331
India,Madhya Pradesh,Bhind,2016,Bhind2016,,12,71,419.5,2509.875,0.345,,569.5625,63.668751,76.875,38,343.53125,,0.0163125,,,187.125,,478.75,,1631.4187,8.0950003
India,Madhya Pradesh,Bhind,2017,Bhind2017,,2.6666667,75,261.83334,2208.9443,1.1,,701.83331,4.4666667,54.526112,47.888889,318.22223,,0.13333334,6.728889,7.4255557,88.777779,27.388889,411.38889,,,7.8499999
India,Madhya Pradesh,Bhind,2018,Bhind2018,0,0,52.882355,152.70589,1671.8823,0.99529409,0,649.23529,3.5647058,45.107647,23.470589,229.17647,,0.074705884,8.5811768,6.4747057,32.294117,47.176472,317.47058,0,0,7.662353
India,Haryana,Bhiwani,2000,Bhiwani2000,,0,102.25,329.23126,2424.375,1.0396875,,299.25,50.09375,87.375,20.540625,236.03125,,,7.3900003,4.4212499,438.75,,615.15625,,,7.9190626
India,Haryana,Bhiwani,2001,Bhiwani2001,,,,,,,1.5508666,,,,,,,,,,,,,,,
India,Haryana,Bhiwani,2002,Bhiwani2002,,,,,,,,,,,,,,,,,,,,,,
India,Haryana,Bhiwani,2003,Bhiwani2003,,,,,3730.7407,2.8173077,,,,,,,,,,,,,,,,
India,Haryana,Bhiwani,2004,Bhiwani2004,,17.766666,73.80645,364.93225,2228.6128,1.6614194,,322.51614,30.470968,84.942902,126.00323,274.47418,,,7.1444445,5.7019353,262.19354,,533.51611,312.47418,,8.2677422
India,Haryana,Bhiwani,2005,Bhiwani2005,,4.7222223,113.56667,519.66669,2991.7778,1.84,,400.61111,32.833332,108.02666,180.02222,393.5,,,11.073333,6.4516664,376.83334,,727.66669,336.23334,,7.918889
India,Haryana,Bhiwani,2006,Bhiwani2006,,3.3448277,92.275864,426.65518,2653.2068,1.8175862,,468.72415,54.444828,92.091034,151.79311,345.13794,,,9.9628572,6.5265517,276.65518,,609,389.7793,,7.8224139
India,Haryana,Bhiwani,2007,Bhiwani2007,,7.2272725,118.31818,341.13635,2429.5454,1.3495455,,369.22726,49.531818,104.29773,39.618183,220.31818,,,2.835,3.2477272,432.38095,,724.18182,314.70453,,7.9486365
India,Haryana,Bhiwani,2008,Bhiwani2008,,0,70.368423,659,3260.2632,1.5644736,,419.6579,51.586842,110.03237,96.357895,485.75262,,,9.9405947,8.4509687,350.5,,628.13159,343.99738,,7.7810526
India,Haryana,Bhiwani,2009,Bhiwani2009,,0,94.78125,522.59375,3484.25,2.1849999,,575.34375,18.981251,105.90719,66.183441,515.875,,,11.213333,9.5509377,485.44376,,672.3125,471.59686,,7.4053125
India,Haryana,Bhiwani,2010,Bhiwani2010,,0,67.73333,425.73334,2450.4333,1.6955172,,372.10001,36.233334,90.937668,172.7,367.36667,,,11.728889,8.1453514,293.23334,,543.79999,305.00665,,7.9330001
India,Haryana,Bhiwani,2011,Bhiwani2011,,,,428.94446,2936.5,1.4636111,,,,,151.53999,,,,,,,,,,,
India,Haryana,Bhiwani,2012,Bhiwani2012,,41,96.942856,629.89288,3104.1072,1.8574075,,218.78572,21.5,116.81071,121.93714,446.13928,,,7.8266468,7.2595134,430.35715,,702.92859,245.22858,,8.3853569
India,Haryana,Bhiwani,2013,Bhiwani2013,,32.279999,58.119999,217.7896,1605.4,2.29,,269.72,11.3,51.658001,58.248001,239.888,,,12.435,6.3524003,244.92,,357.48001,274.87601,,8.4435997
India,Haryana,Bhiwani,2014,Bhiwani2014,,31.074074,53.407406,389.88889,2431,2.0922222,,248.03703,36.455555,99.502594,187.97408,344.22223,,,-11.499259,7.3837037,329.7037,,542.51849,255.09926,,8.5214815
India,Haryana,Bhiwani,2015,Bhiwani2015,,14.790322,80.19355,309.50323,1879.6774,1.9180645,0.55495238,268.80646,32.032257,80.48774,201.97516,253.33871,,,-11.448387,6.5329032,352.12903,,531.12903,244.98387,,8.3325806
India,Haryana,Bhiwani,2016,Bhiwani2016,,42.35294,112.15151,473.72726,2881.7576,1.8145455,,262.0303,33.428181,109.04243,241.04758,332.60605,,0.1472,-2.3199999,2.0899999,363.89999,24.1875,705.15149,160.82001,,8.2345457
India,Haryana,Bhiwani,2017,Bhiwani2017,,52,105.69032,452.09677,2846.4194,1.4080645,,361.70969,55.848389,121.83549,193.1871,342.21289,,0.018100001,,,444.35483,22.419355,768.32257,,,8.0225801
India,Haryana,Bhiwani,2018,Bhiwani2018,0,20.4375,97,445,2783.5938,1.8384376,0,259.59375,39.284374,122.59375,151.99156,333.71875,,,0,0,505.90323,17.625,746.40625,0,0,8.2862501
India,Bihar,Bhojpur,2000,Bhojpur2000,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,2001,Bhojpur2001,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,2002,Bhojpur2002,,,,,448.5,,,,,,,,,,,,,,,,,8.8400002
India,Bihar,Bhojpur,2003,Bhojpur2003,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,2004,Bhojpur2004,,0,34.833332,86.5,781.33331,,,438.16666,4.4499998,50.666668,,76.833336,,,3.076,1.8883333,,,298,,,7.7116666
India,Bihar,Bhojpur,2005,Bhojpur2005,,0,44.799999,27.799999,648,0.71200001,,290.39999,1.5319999,27.040001,,40.400002,,,1.8,1.206,,,223,,,8.25
India,Bihar,Bhojpur,2006,Bhojpur2006,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,2007,Bhojpur2007,,22,26,57.75,567.5,,,147.75,2.2,21.3125,,50.75,,,0.2,1.7850001,,,152.5,148.575,,8.4700003
India,Bihar,Bhojpur,2008,Bhojpur2008,,6,34.666668,45,723,,,329.33334,4.2333336,33.333332,,91,,,2.1066666,2.4366665,,,223.33333,,,8.3299999
India,Bihar,Bhojpur,2009,Bhojpur2009,,0,20,81.5,608.5,,,213.5,1.4,18.26,,48,,,1,1.87,,,125,,,
India,Bihar,Bhojpur,2010,Bhojpur2010,,0,24,49.666668,611.66669,,,272.33334,1.3666667,36,,39.333332,,,0.94,1.1633334,,,208.33333,,,
India,Bihar,Bhojpur,2011,Bhojpur2011,,0,17,21.5,570,,,256,1.35,35.275002,,25.5,,,0.89999998,0.82000005,,,187.5,,,7.5
India,Bihar,Bhojpur,2012,Bhojpur2012,,0,25.647999,31.76,464,0.42000002,,298.42001,,35.903999,,,,,1.316,,22.628,,213.60001,,,7.54
India,Bihar,Bhojpur,2013,Bhojpur2013,,4.5,10,79.75,647.5,0.28999999,,210.45,1.7,23.720001,21.449999,96,,,2.3,4.5599999,21.299999,,122.5,,,8.0550003
India,Bihar,Bhojpur,2014,Bhojpur2014,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,2015,Bhojpur2015,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,2016,Bhojpur2016,,1.3125,35.6875,41.8125,648.53125,0.17281249,,259.53125,5.4656248,40.125,13.91875,19.59375,,0.0046875002,,,17.75,5.0875001,256.40625,,,8.0699997
India,Bihar,Bhojpur,2017,Bhojpur2017,,,,,,,,,,,,,,,,,,,,,,
India,Bihar,Bhojpur,2018,Bhojpur2018,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Bhopal,2000,Bhopal2000,,0,112,114.33334,1142,0.70333332,,403.83334,44.299999,28.333334,64.166664,59.666668,,,1.2333333,1.365,20.166666,,395.83334,,,7.3499999
India,Madhya Pradesh,Bhopal,2001,Bhopal2001,,0,90,110.77778,1022.8889,0.75555557,,349.22223,5.8444443,35.222221,46.788887,62.555557,,,1.6866667,1.4977778,37.222221,,380.55554,,,7.3366666
India,Madhya Pradesh,Bhopal,2002,Bhopal2002,,0,80.888885,82,814.44446,0.70857143,0.65099996,305.77777,1.4222223,26.754444,18.333334,48.111111,,,1.48,1.22,24.888889,,311.66666,257.54999,,7.9611111
India,Madhya Pradesh,Bhopal,2003,Bhopal2003,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Bhopal,2004,Bhopal2004,,0,112.8,121.2,1100.8,0.47999999,,400.20001,8.6400003,43.902,36.400002,68,,,0.80000001,1.6400001,55.799999,,462,328.04001,,7.448
India,Madhya Pradesh,Bhopal,2005,Bhopal2005,,0,85.599998,22,753,0.352,,344.39999,4.0999999,22.473999,28.200001,38,,,1.8,0.93000001,46.799999,,306,282.28,,7.4660001
India,Madhya Pradesh,Bhopal,2006,Bhopal2006,,0,56.200001,93.699997,773.81818,0.32300001,,222.75,3.53,30.231817,41.400002,65.300003,,,1.7266667,2.3150001,40.599998,,251.81818,182.59,,7.5690908
India,Madhya Pradesh,Bhopal,2007,Bhopal2007,,0,83,158.25,1119.2222,0.58714283,,296,17.637501,51.461113,9.375,67.75,,,3.1900001,1.8262501,59,,394.44446,242.625,,7.3277779
India,Madhya Pradesh,Bhopal,2008,Bhopal2008,,0,100.33334,99,1078.3334,0.67833334,0.98519999,427,8.6999998,37.198334,26.066668,58,,,1.0533333,1.3366667,26.5,,403.33334,350,,7.1316667
India,Madhya Pradesh,Bhopal,2009,Bhopal2009,,0,69.25,74.875,764.375,0.42375001,,270.125,11.4875,31.53875,36.5,30.625,,,0.80000001,0.84375,24.125,,302.5,,,7.5612502
India,Madhya Pradesh,Bhopal,2010,Bhopal2010,,0,66.25,113,984.125,0.42500001,0.59000003,337.125,3.3625,49.16375,30,55.25,,,2.8,1.2775,33.375,,367.5,276.35001,,7.4087501
India,Madhya Pradesh,Bhopal,2011,Bhopal2011,,0,74.85714,108.28571,916.85712,0.69999999,0.62,308.42856,7.5857143,33.782856,25.571428,61,,,,1.4414285,31.428572,,325.71429,252.81,,7.5771427
India,Madhya Pradesh,Bhopal,2012,Bhopal2012,,0,68,66.87114,785.85712,0.39714286,,293.76758,6.8142858,30.407999,6.5714288,45.57143,,,0.059999999,1.1385714,51.42857,,295,,,7.5142856
India,Madhya Pradesh,Bhopal,2013,Bhopal2013,,0,52.18182,89.028725,926.36365,0.42363635,,245.20128,6.7818184,62.243092,33,31.545454,,,,0.71909094,104.45454,,386.36365,117.6,,7.4954548
India,Madhya Pradesh,Bhopal,2014,Bhopal2014,,0,79.777779,115.77778,962,0.18555555,,284,13.666667,46.156666,41.855556,33.355556,,,-6.2466664,0.79333335,36.888889,,388.88889,232.78667,,7.581111
India,Madhya Pradesh,Bhopal,2015,Bhopal2015,,,,,,,,,,,,,,,,,,,,,,
India,Madhya Pradesh,Bhopal,2016,Bhopal2016,,0,78.769234,125.38461,927.69232,0.20461538,,269.46155,0.81538463,33,23.153847,71.907692,,0.034615383,,,68.07692,,333.07693,,603.15387,7.453846
India,Madhya Pradesh,Bhopal,2017,Bhopal2017,,0,89.629631,93.666664,945.33331,0.44148147,,342.74075,0.6703704,31.373333,45.333332,53.629631,,0.078333333,-2.8711112,1.2618518,17.777779,36.222221,352.66666,,,7.0733333
India,Madhya Pradesh,Bhopal,2018,Bhopal2018,0,0,102.91666,98.666664,1057.25,0.33166668,0,365.83334,6.8166666,24.286667,23.583334,67.666664,,0.016666668,-2.2750001,1.71,38.5,36.166668,356.66666,0,0,7.1933331
India,Karnataka,Bidar,2000,Bidar2000,,,,87.366669,567,,,,,,,,,,,,,,,,,
India,Karnataka,Bidar,2001,Bidar2001,,32.57143,,45.272728,584.54547,0.71663636,,208.27272,,,18.427273,,,,,,,,,,,
India,Karnataka,Bidar,2002,Bidar2002,,,,53.549999,526.16669,0.72931033,,,,,24.739286,,,,,,,,,,,
India,Karnataka,Bidar,2003,Bidar2003,,,,,695.55554,1.1333333,,,,,56.611111,,,,,,,,,,,
India,Karnataka,Bidar,2004,Bidar2004,,,,103,656.75,0.52750003,,,,,69.699997,,,,,,,,,,,
India,Karnataka,Bidar,2005,Bidar2005,,,,652,2900,1.6,,,,,22,,,,,,,,,,,8.1999998
India,Karnataka,Bidar,2006,Bidar2006,,,,125.35294,712.35297,0.3882353,,,,,82.058823,,,,,,,,,,,8.2470589
India,Karnataka,Bidar,2007,Bidar2007,,,,,,,,,,,,,,,,,,,,,,
India,Karnataka,Bidar,2008,Bidar2008,,,,,,,0.50800002,,,,,,,,,,,,,,,
India,Karnataka,Bidar,2009,Bidar2009,,0,32,14,320,0.2,,134,2.2,14.63,12,10,,,,0.37,12,,140,109.8,,8.1999998
India,Karnataka,Bidar,2010,Bidar2010,,,,131.38889,710.55554,0.58222222,,,,,57.888889,,,,,,,,,,,8.5
India,Karnataka,Bidar,2011,Bidar2011,,,,,,,,,,,,,,,,,,,,,,
India,Karnataka,Bidar,2012,Bidar2012,,,,252.45454,619.54547,0.40318182,,,,,42.272728,,,,,,,,,,,8.1090908
India,Karnataka,Bidar,2013,Bidar2013,,10.857142,55.090908,146.85715,979.45453,0.36666667,,169.09525,23.777273,37.209545,87.714287,72.090912,,,1.9050001,1.7940909,42.352383,,290.45456,154.535,,8.1709089
India,Karnataka,Bidar,2014,Bidar2014,,,,133.63158,816.47058,0.3631579,,,,,26.210526,,,,0,,,,,,,8.3222227
