country,state,district,year,dyid,arsenic,carbonate,calcium,chloride,electricalconductivity,fluorine,iron,hydrogencarbonate,potassium,magnesium,nitrate,sodium,percentageofsodium,phosphateion,residualsodiumcarbonate,sodiumabsorptionratio,sulfate,silicondioxide,hardnesstotal,alkalinitytotal,totaldissolvedsolids,potentialofhydrogen
India,West Bengal,24 Paraganas North,2000,24 Paraganas North2000,,,50.588234,78.411766,848.47058,0.42812499,0.34727272,366.82352,3.1764705,32.882355,7.375,74.823532,,,,2.1372514,65,,261.76471,,,7.6882353
India,West Bengal,24 Paraganas North,2001,24 Paraganas North2001,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2002,24 Paraganas North2002,,,85.666664,98.555557,907.38892,0.35611111,,436.11111,10.783334,31.166666,11.273889,56.888889,,,,1.2533333,10.469444,,342.5,,,7.9033332
India,West Bengal,24 Paraganas North,2003,24 Paraganas North2003,,,,,874.8421,1.0744444,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2004,24 Paraganas North2004,,,57.040001,71.666664,963.91998,0.63416666,,437.58334,5.2105265,33.617199,6.1854167,88.160004,,,,2.4352,12.466666,,280.56,,,7.6680002
India,West Bengal,24 Paraganas North,2005,24 Paraganas North2005,,,32.108109,54.861111,702.43243,0.2745946,,247.86487,5.0810809,29.641352,18,63.891891,,,,1.8667568,12.8,,201.94595,,,8.2108107
India,West Bengal,24 Paraganas North,2006,24 Paraganas North2006,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2007,24 Paraganas North2007,,,42.833332,134.625,1117.5,0.248,,331.08334,4.5416665,41.69875,6.1915002,106.66666,,,,3.2225001,14.363636,,278.625,,,7.9375
India,West Bengal,24 Paraganas North,2008,24 Paraganas North2008,,,112,60,969,0.55000001,1.08,540,44,29,12,45,,,,0.98000002,28,,400,,,8.1000004
India,West Bengal,24 Paraganas North,2009,24 Paraganas North2009,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2010,24 Paraganas North2010,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2011,24 Paraganas North2011,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2012,24 Paraganas North2012,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2013,24 Paraganas North2013,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2014,24 Paraganas North2014,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2015,24 Paraganas North2015,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas North,2016,24 Paraganas North2016,,0,45.093334,100.2,792.20001,0.38293332,1.3,299.50665,5.8729334,35.666668,17.093334,67.573334,,0.21799999,,,5.6666665,16.973333,259.46667,,,7.9260001
India,West Bengal,24 Paraganas North,2017,24 Paraganas North2017,,5.6842103,20.564102,78.07692,718.12823,0.36108109,2.0614285,244.02563,4.528718,33.205128,6.3233333,77.743591,,0.26611111,,,36,18.487179,188.1282,209.23077,,8.2510252
India,West Bengal,24 Paraganas North,2018,24 Paraganas North2018,0,3.84375,27.125,75.126717,752.59375,0.58718753,0,323.49063,4.6907811,31.816801,6.8807812,82.098747,,2.0445173,0,0,7.1546874,13.320937,198.75,271.5625,450.47192,8.1907816
India,West Bengal,24 Paraganas South,2000,24 Paraganas South2000,,,53.483871,189.64516,1210,0.49310344,0.77100003,381.29031,5.664516,33.967743,3.9666667,150.25807,,,,4.4538708,25.134615,,270.32257,,,7.8470969
India,West Bengal,24 Paraganas South,2001,24 Paraganas South2001,,,51.947369,169.94737,1123.3684,0.40967742,1.8128999,365.02631,4.0289474,38.955524,18.095715,135,,,,3.7848685,34.094547,,256.8421,,,7.7342105
India,West Bengal,24 Paraganas South,2002,24 Paraganas South2002,,,55.294117,226.64706,1290.6471,0.46222222,1.23,372.64706,4.1264706,33.057354,2.6500001,172.08824,,,,4.7825584,40.115002,,278.02942,,,7.7411766
India,West Bengal,24 Paraganas South,2003,24 Paraganas South2003,,,,,1575.6296,0.63592595,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas South,2004,24 Paraganas South2004,,,37.81818,286.90909,1403,0.59545457,3.3099999,357.72726,3.7636364,27.230909,7.1428571,225.45454,,,,6.7921543,2,,206.36363,,,7.7363639
India,West Bengal,24 Paraganas South,2005,24 Paraganas South2005,,,43.285713,213.74286,1166.8572,0.18322581,,348.42856,15.288571,26.473999,4.5500002,167.02856,,,,5.3060002,20.542856,,216.88571,,,7.5085716
India,West Bengal,24 Paraganas South,2006,24 Paraganas South2006,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas South,2007,24 Paraganas South2007,,,35,193.5,1275.8462,0.23192307,,302.69232,2.4000001,38.603462,6.7747369,146.96001,,,,4.3829479,30.625,,245.76923,,,7.8923078
India,West Bengal,24 Paraganas South,2008,24 Paraganas South2008,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas South,2009,24 Paraganas South2009,,,42.799999,257.65714,1506.4857,0.31114286,1.8234285,395.02856,8.0228567,33.668858,8.272727,221.17143,,,,6.4108572,18.291666,,245.42857,,,8.0382862
India,West Bengal,24 Paraganas South,2010,24 Paraganas South2010,,,31,296.625,1552.2084,0.37625,1.0707692,360.66666,8.5249996,29.246666,,251.125,,,,8.1387501,67.884209,,197.70833,,,7.5208335
India,West Bengal,24 Paraganas South,2011,24 Paraganas South2011,,,40.880001,352.92001,1557.8,0.15285714,0.72411764,277.32001,7.5083332,31.2864,,254.91667,,,,7.2445831,45.52174,,226.8,,,7.2168002
India,West Bengal,24 Paraganas South,2012,24 Paraganas South2012,,,25.846153,263.30768,1176.0769,0.14461538,1.5234616,205.73077,2.0692308,29.954231,5.6059999,173.11539,,,,6.0688462,42.307693,,183.80769,,,7.6884618
India,West Bengal,24 Paraganas South,2013,24 Paraganas South2013,,,46.636364,177.96364,1169.1364,0.40238094,6.8699999,389.36365,5.9499998,26.30591,3.768889,171.54546,,,,5.5,27.081818,,224.54546,,,7.9727273
India,West Bengal,24 Paraganas South,2014,24 Paraganas South2014,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas South,2015,24 Paraganas South2015,,,,,,,,,,,,,,,,,,,,,,
India,West Bengal,24 Paraganas South,2016,24 Paraganas South2016,,0,58.085712,255.11429,1266.5143,0.35942858,,302.78571,6.7285714,28.827143,4.6857142,167.47144,,0.14128572,,,25.885714,24.957144,259.42856,,,7.9088573
India,West Bengal,24 Paraganas South,2017,24 Paraganas South2017,,0,44.703705,276.57407,1309.8148,0.29907408,0.85314816,295.2963,34.923519,18.566038,17.50926,196.11111,,2.0220001,,,16.105556,9.5722218,186.01852,242.03703,,8.0894442
India,West Bengal,24 Paraganas South,2018,24 Paraganas South2018,0,0,35.644444,293.66,1452.9111,0.42333335,0,364.42667,7.412889,50.967075,1.0442858,177.22311,,2.3017561,0,0,9.5466003,23.53886,299.11111,295.33334,929.8432,7.9355555
India,Telangana,Adilabad,2000,Adilabad2000,,,61.799999,76.699997,830.09998,0.523,,224.60001,5.5700002,36.014,59.799999,48.400002,,,,1.2086496,71.599998,,302.5,184.05,,7.7509999
India,Telangana,Adilabad,2001,Adilabad2001,,,,53.714287,642.85712,1.02,,,,,26.78857,,,,,,,,,,,8.0885715
India,Telangana,Adilabad,2002,Adilabad2002,,,,65.845711,700.71429,0.48999998,,,,,32.011429,,,,,,,,,,,8.3085718
India,Telangana,Adilabad,2003,Adilabad2003,,,,,865.25,0.56999999,,,,,62,,,,,,,,,,,7.8625002
India,Telangana,Adilabad,2004,Adilabad2004,,14.4,31.666666,65.5,636,0.44749999,,177.16667,11.2,36.709999,48.5,39.166668,,,4.4000001,1.1583333,24.700001,,230,165.18333,,8.5083332
India,Telangana,Adilabad,2005,Adilabad2005,,,95.5,68.25,853.75,0.565,,351,0.82499999,31.7225,62,30.5,,,,0.6825,18.200001,,368.75,287.625,,7.1625004
India,Telangana,Adilabad,2006,Adilabad2006,,,41.700001,76.727272,610.63635,0.53818184,,159.18182,4.0999999,30.297274,54.836365,40.545456,,,,1.1727272,26.754545,,228.63637,130.44545,,7.3827271
India,Telangana,Adilabad,2007,Adilabad2007,,,72.400002,80.5,930,0.38499999,,369.20001,16.374001,49.078999,55.700001,38.299999,,,,0.861,23.6,,382.5,302.51999,,7.3909998
India,Telangana,Adilabad,2008,Adilabad2008,,,109.88,164.58333,1345,0.68666667,,326.5,5.1900001,45.690834,92.36364,102.83334,,,,2.1291666,116,,462.08334,267.53333,,7.5333333
India,Telangana,Adilabad,2009,Adilabad2009,,,73,145.25,977.625,0.45125002,,216.5,5,44.40625,81.375,55.5,,,,1.255,38.75,,364.75,177.41251,,7.9099998
India,Telangana,Adilabad,2010,Adilabad2010,,,85.63636,118.36364,1047.1818,0.91909093,,346.09091,9.4444447,43.97818,69.818184,64.909088,,,,1.4990909,34.81818,,394.54544,283.60001,,7.6245456
India,Telangana,Adilabad,2011,Adilabad2011,,,110.36364,141.72728,1302.1818,0.5090909,,416,39.472729,43.831818,108.90909,72.63636,,,,1.5981818,32.609093,,455.63635,340.8909,,7.1681819
India,Telangana,Adilabad,2012,Adilabad2012,,,,55.666668,773.77777,0.59555554,,,,,66.333336,,,,,,,,,,,7.4400001
India,Telangana,Adilabad,2013,Adilabad2013,,,48.545456,96.63636,870.63635,0.56,,221.81818,25.666666,32.550907,89.272728,78.454544,,,,2.2227273,48.69091,,255,181.78181,,7.6809092
India,Telangana,Adilabad,2014,Adilabad2014,,0,75.272728,102.72727,958.45453,0.51181817,,274.63635,27.92,36.119091,73.63636,50.545456,,,-4.4527273,1.2063637,38.345455,,336.36365,225.11363,,7.6463637
India,Telangana,Adilabad,2015,Adilabad2015,,0,103,124.66666,1052.8334,0.375,0.093333334,321,30,25.655001,79.666664,65,,,-3.9833333,1.505,17.333334,,362.5,263.11166,,7.77
India,Telangana,Adilabad,2016,Adilabad2016,,0,102.5,145.375,1256.375,0.54250002,,340.75,31.5,38.75,122.75,85.75,,,,,53.875,,415.625,,788.875,7.7887502
India,Telangana,Adilabad,2017,Adilabad2017,,,84.833336,134.16667,1112.8334,1.9183333,,336.5,7.2750001,31.913334,52.166668,92.75,,,-2.6849999,2.8908334,36.25,,342.91666,275.82001,,7.5741668
India,Telangana,Adilabad,2018,Adilabad2018,,0,113.5,78,950,0.4725,0,360,9.0749998,25.362499,46,37,,0,-3.7,0.82999998,27,0,387.5,295.08252,0,7.4949999
India,Uttar Pradesh,Agra,2000,Agra2000,,6,55.599998,799.5,3668,0.38333336,,444.10001,33.900002,232.39999,16.857143,328.79999,,,,3.758615,359.77777,,1103.5,,,8.1800003
India,Uttar Pradesh,Agra,2001,Agra2001,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2002,Agra2002,,,,263.25,2208.75,1.02125,,,,,74.5,,,,,,,,,,,8.0249996
India,Uttar Pradesh,Agra,2003,Agra2003,,,,,2374.2,1.0123076,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2004,Agra2004,,0,64,598.40002,2634.6001,1.3333334,,373.20001,8.6199999,144,26.799999,237.60001,,,6.8000002,4.1360002,108.6,,760,305.89999,,8.0600004
India,Uttar Pradesh,Agra,2005,Agra2005,,0,74.153847,297,1554.1538,1.0625,,395,7.046154,69.724289,57.691666,178.76923,,,3.5666666,3.77,62.916668,,458.57144,323.77499,,8.0646152
India,Uttar Pradesh,Agra,2006,Agra2006,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2007,Agra2007,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2008,Agra2008,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2009,Agra2009,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2010,Agra2010,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2011,Agra2011,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2012,Agra2012,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2013,Agra2013,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2014,Agra2014,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2015,Agra2015,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2016,Agra2016,,65.25,40.903225,202.93871,1450.3871,0.70083332,,285.70969,17.190001,60.83226,53.331429,181.41936,,0.31,-3.6680984,4.0872498,185.10333,29.774193,354.19897,,942.83868,8.1322584
India,Uttar Pradesh,Agra,2017,Agra2017,,,,,,,,,,,,,,,,,,,,,,
India,Uttar Pradesh,Agra,2018,Agra2018,,7.8428574,62.295788,220.233,1493.3422,0.56405407,0,332.91254,6.9434209,55.106106,15.202857,187.70079,,,,,187.62056,28.163158,382.44336,,,8.3323689
India,Gujarat,Ahmadabad,2000,Ahmadabad2000,,0,60,784,4183.3999,2.316,0.47499999,467.39999,15.56,91.400002,105.8,719.40002,,,4.71,12.705999,488.39999,,526,,,7.8460002
India,Gujarat,Ahmadabad,2001,Ahmadabad2001,,,,868.09998,3726,,,,,,,,,,,,,,,,,7.8870001
India,Gujarat,Ahmadabad,2002,Ahmadabad2002,,0,78.46154,1258.3077,5282.9229,1.2923077,0.66750002,663.61536,39.161537,102.30769,31.846153,947.15387,,,9.7875004,16.73077,,,616.15387,535.94165,,7.5653849
India,Gujarat,Ahmadabad,2003,Ahmadabad2003,,,,,4979.7998,1.4,,,,,,,,,,,,,,,,
India,Gujarat,Ahmadabad,2004,Ahmadabad2004,,0,65.800003,1417.1,5882.8999,1.84,0.097400002,563.59998,2.05,86.199997,25.200001,1108.2,,,7.534286,21.98,407.29999,,531,461.97,,7.4590001
India,Gujarat,Ahmadabad,2005,Ahmadabad2005,,86,45.333332,732.66669,4416.6665,3.1333334,0.18433334,435,8.6333332,63.040001,61.333332,884,,,9.2399998,19.473333,576.66669,,373.33334,499.89999,,8.376667
India,Gujarat,Ahmadabad,2006,Ahmadabad2006,,0,63.916668,578.08331,2977.5,1.4583334,0.34328571,593.75,7.9083333,72.605003,87.058334,538.41669,,,21.719999,13.075,174.41667,,392.5,543.35553,,7.7616668
India,Gujarat,Ahmadabad,2007,Ahmadabad2007,,34,115.33334,1115.5,4691.25,1.3208333,0.67942858,539.83331,13.233334,77.955833,55.5,796.91669,,,12.053333,14.359167,192,,608.33331,459.05453,,7.9466667
India,Gujarat,Ahmadabad,2008,Ahmadabad2008,,6,68,1135.3,4529.2002,2.786,0.72666663,578.09998,8.0100002,67.599998,37.799999,855.40002,,,18.384001,21.118,157.3,,448,483.86002,,7.9320002
India,Gujarat,Ahmadabad,2009,Ahmadabad2009,,0,105.2,1090.7,4948.7998,3.154,1.2,591.79999,13.6,113.781,89.099998,830,,,9.6700001,12.718,395.10001,,731,485.09,,7.7399998
India,Gujarat,Ahmadabad,2010,Ahmadabad2010,,15.818182,105.09091,1359.4546,5206.0908,2.5754545,0.089999996,648.72729,17.463636,118.72727,144,1124.7273,,,16.195999,19.385454,557,,751.81818,564.90002,,8.0900002
India,Gujarat,Ahmadabad,2011,Ahmadabad2011,,8.3999996,86.133331,1004.5333,4422.2002,2.326,0.21000001,684.06665,22.24,77.285332,66.800003,831.06665,,,10.725715,14.177999,265.20001,,532.66669,552.88574,,7.9553332
India,Gujarat,Ahmadabad,2012,Ahmadabad2012,,10.666667,87.555557,1095.8889,5155.3335,2.2333333,0.40200001,581.44446,32.525002,95.738892,33.666668,877,,,11.78,16.110001,423.22223,,612.22223,494.37778,,8.2933331
India,Gujarat,Ahmadabad,2013,Ahmadabad2013,,0,79,985.83331,4126.0835,1.8183333,0.44,670,22.790909,64.333336,32.5,769.16669,,,11.471429,14.069167,147.58333,,461.66666,549.18335,,8.0791664
India,Gujarat,Ahmadabad,2014,Ahmadabad2014,,0,86.181816,1050.9091,4278.2729,1.4245454,0.25,678.63635,13.509091,92.331818,40.272728,761.09088,,,-1.549091,12.428182,158.81818,,600,556.25909,,7.8136363
India,Gujarat,Ahmadabad,2015,Ahmadabad2015,,7.3333335,83.599998,967.90002,4055.3999,1.4529999,,433.20001,45.02,96.139999,16.299999,634.09998,,,-9.5179996,9.7919998,247.7,,604,366.082,,8.2060003
India,Gujarat,Ahmadabad,2016,Ahmadabad2016,,7.1999998,104,587.40002,3152.8999,1.625,,619.79999,10.47,85.199997,29.799999,472.20001,,,,7.6700001,250.3,,615,520,2112.3999,8.2369995
India,Gujarat,Ahmadabad,2017,Ahmadabad2017,,0,106,1041.7,4647.7002,2.698,0.098499998,582.70001,12.47,82.456017,217.7,845.90002,,,-5.0389009,13.559533,282.7034,,604,477.62296,3113.959,8.1730003
India,Gujarat,Ahmadabad,2018,Ahmadabad2018,0,0,118.5,465.375,2696,0.86124998,0,557.5,17.799999,48.5,29.125,378.125,,0,-1.5584402,7.0887499,162.625,0,496.25,456.875,1806.375,7.5374999
India,Maharashtra,Ahmednagar,2000,Ahmednagar2000,,0,70.310349,171.44827,1685.5172,0.68758619,,430.06552,10.807143,53.931034,32.275864,197.6207,,,5.4133334,4.3110347,147.24138,,397.24139,,,7.7779312
India,Maharashtra,Ahmednagar,2001,Ahmednagar2001,,2.0454545,51.759998,188.39999,1742.6923,0.62159997,,428.92001,12.832,99.800003,111.92,158.36,,,3.182857,2.9112,153.84,,497.60001,,,8.0088463
India,Maharashtra,Ahmednagar,2002,Ahmednagar2002,,3.4736843,66.699997,173.89999,1436.5,0.68300003,,367.60001,2.925,67.5,66.599998,130.95,,,1.3742857,2.6064999,107.5,,444,,,8.1765003
India,Maharashtra,Ahmednagar,2003,Ahmednagar2003,,,,,1386.5385,0.82961535,0.34900001,,,,,,,,,,,,,,,
India,Maharashtra,Ahmednagar,2004,Ahmednagar2004,,0,82.470589,163.70589,1505.8823,0.58882356,0.61500001,372.17648,19.146667,71.764709,58.882355,109.17647,,,2.5999999,1.8994118,175.47058,,501.17648,,,7.9823532
India,Maharashtra,Ahmednagar,2005,Ahmednagar2005,,0.35294119,49.555557,228.27777,1727.5,0.57111108,,408.36111,15.288889,123.43861,83.533333,125.80556,,,2.48,2.0252779,202.80556,,630.41669,,,8.0433331
India,Maharashtra,Ahmednagar,2006,Ahmednagar2006,,0,58.923077,186.42693,1458.4615,0.75769234,0.092,276.53076,14.194285,69.389488,61.820515,135.15384,,,3.3440001,2.8084614,190.53847,,432.84616,200,,7.4948716
India,Maharashtra,Ahmednagar,2007,Ahmednagar2007,,0,89.658539,218.72707,1642.683,0.56341463,0.95700002,302.0079,19.017073,82.355705,95.085365,102.82927,,,1.535,1.7956097,168.31708,,562.92682,,,7.6785364
India,Maharashtra,Ahmednagar,2008,Ahmednagar2008,,0.87804878,80.219513,233.78659,1579.2683,0.54536587,2.207,244.02682,15.416098,85.353783,68.929756,100.41415,,,1.505,1.832683,201.97562,,551.63416,173.23334,,8.0341463
India,Maharashtra,Ahmednagar,2009,Ahmednagar2009,,0,113.85,214.52499,1568.25,0.54000002,,242.10001,10.595,61.985001,110.8,108.375,,,1.4760001,2.0174999,182.05,,539,198.45,,8.0424995
India,Maharashtra,Ahmednagar,2010,Ahmednagar2010,,,,,1365.625,0.4953846,,,,120.72938,89,,,,,,,,496.5625,,,8.1687498
India,Maharashtra,Ahmednagar,2011,Ahmednagar2011,,0,,,1336.5,0.54374999,,298.5,,,68.8125,,,,,,,,439.5625,244.675,,7.9387503
India,Maharashtra,Ahmednagar,2012,Ahmednagar2012,,0.5,71.478264,185.47826,1207.5,0.46333334,,251.20833,,57.010433,29.086956,,,,2.7640002,,283.69565,,471.45834,206.74583,,7.4700003
India,Maharashtra,Ahmednagar,2013,Ahmednagar2013,,3.3333333,129.66667,248.16667,1569.6666,0.52555555,,224.38889,,92.007225,31.222221,,,,,,201,,701.94446,189.48889,,8.1611109
India,Maharashtra,Ahmednagar,2014,Ahmednagar2014,,1.5,83.199997,179.86667,1175,0.16333333,,150.93333,0.66666663,69.38533,27.733334,9.8666668,,,-14.676,0.2,123.53333,,493,126.04933,,8.0066671
India,Maharashtra,Ahmednagar,2015,Ahmednagar2015,,0.31578946,64.421051,140.47368,919.47369,0.2168421,,193.42105,4.8400002,38.979473,25.631578,64.614441,,,-6.4789472,1.4261111,84.368423,,321.05264,159.06842,,7.8173685
India,Maharashtra,Ahmednagar,2016,Ahmednagar2016,,0,96.866669,127.46667,1440.4667,0.56999999,,366.93332,10.367333,53.701332,20.6,125.73333,34.192856,,-6.4746666,2.3533332,177.46666,,461.53333,336.07001,969.64288,7.9133334
India,Maharashtra,Ahmednagar,2017,Ahmednagar2017,,20.474998,104.5778,134.20111,1536.4517,0.32580644,,357.04211,13.150323,52.214424,107.65484,87.382904,,,10.916664,0.92453021,80.516129,,480.05807,,,8.032258
India,Maharashtra,Ahmednagar,2018,Ahmednagar2018,,0.59693873,78.884804,136.76103,1443.8979,0.43383673,0,563.43457,4.600204,84.369598,30.12245,76.877548,,0,-4.4980488,0.4666279,45.42857,0,550.90405,,0,7.8938775
India,Rajasthan,Ajmer,2000,Ajmer2000,,0,94.85714,896.89288,4155.8931,2.8171427,0.99833333,698.39288,34.785713,88.178574,47.32143,747.53571,,,10.77,13.771071,442,,582.14288,572.45715,,8.0474997
India,Rajasthan,Ajmer,2001,Ajmer2001,,0,80.903229,626.48389,2845.8064,1.7135484,0.53766668,490.7742,28.241936,90.090324,43.796452,510.67743,,,6.2388887,8.9164515,368.83871,,572.9032,402.27097,,7.7251616
India,Rajasthan,Ajmer,2002,Ajmer2002,,7.5789475,80.909088,698.40912,3330.6819,2.6354547,0.28136364,581.63635,19.163637,61.590908,54.687271,588.04547,,,11.687143,13.211364,222.27272,,455,487.65454,,7.9895453
India,Rajasthan,Ajmer,2003,Ajmer2003,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Ajmer,2004,Ajmer2004,,0,64.551727,502.17242,2531.5518,2.7796552,0.82321429,522.13794,10.806896,49.586208,47.279312,431.44827,,,9.9773912,11.081724,128,,367.24139,427.98276,,7.6724138
India,Rajasthan,Ajmer,2005,Ajmer2005,,0,42.363636,246.81818,1737.9546,2.7604547,0.60090911,420.31818,10.709091,32.790909,79.463638,315.59091,,,9.8969231,10.202272,166.77272,,240.45454,344.52274,,7.8127275
India,Rajasthan,Ajmer,2006,Ajmer2006,,16,63.111111,325.66666,2135.2778,3.1516666,2.2216666,513,12.783334,46.233334,91.73333,375.22223,,,10.167692,10.101666,181.11111,,348.33334,447.15555,,8.1788893
India,Rajasthan,Ajmer,2007,Ajmer2007,,0,109.63636,946.81818,3987.7273,2.2972727,0.60363638,520,25.581818,95.409088,83.324089,716.90912,,,5.9260001,10.953636,384.09091,,660.90912,426.23181,,7.8904543
India,Rajasthan,Ajmer,2008,Ajmer2008,,4.5,79.3125,508.0625,2500,1.06125,0.88749999,484.3125,11.38125,62.25,54.0625,427.8125,,,6.7460003,8.7631245,222.9375,,454.375,404.46875,,8.1437502
India,Rajasthan,Ajmer,2009,Ajmer2009,,2.0689654,79.448273,664.34485,2778.9656,1.7510345,0.62392855,487.17242,28.72069,76.09655,40.196205,536.37933,,,6.6166668,10.407586,375.68967,,528.82758,402.76895,,7.774138
India,Rajasthan,Ajmer,2010,Ajmer2010,,2.1818182,90.36364,375.45456,2013.6364,2.7004545,1.61,419.54544,17.895239,45.535454,36.700909,288.81818,,,4.6276922,6.7545452,139.40909,,412.77274,347.52728,,7.9122729
India,Rajasthan,Ajmer,2011,Ajmer2011,,8.4444447,107.21429,668.5,3203.9285,1.0057857,1.5178571,467.28571,21.703571,61.316429,59.147144,556.53571,,,6.1381817,9.7757139,346.42856,,519.64288,396.58929,,7.8067856
India,Rajasthan,Ajmer,2012,Ajmer2012,,1.4400001,81.03846,604.88464,3045.6924,1.3934616,1.6946154,453.19232,13.3,66.834,65.192307,512.11536,,,5.6014285,10.104231,289.15384,,477.19232,373.77692,,7.9907694
India,Rajasthan,Ajmer,2013,Ajmer2013,,6.3157897,128.35001,802,3668.8999,1.3275,1.4842105,578.29999,18.299999,88.593002,102.25,593.59998,,,8.1083336,11.0049,276.70001,,684.79999,484.02499,,8.0264997
India,Rajasthan,Ajmer,2014,Ajmer2014,,16.049999,71.809525,407.4762,1910,1.3642857,1.1461905,331.66666,2.204762,61.065716,43.238094,259.14285,,,-5.3209524,5.6219049,80.619049,,430.4762,297.3338,,8.2880955
India,Rajasthan,Ajmer,2015,Ajmer2015,,22.666666,114.66666,689.44446,3756.6667,3.6333332,2.6224999,698.11108,25.022223,72.533333,132,602.66669,,,1.0177778,10.112222,229.22223,,584.44446,609.9989,,7.9511113
India,Rajasthan,Ajmer,2016,Ajmer2016,,0,177.5,703,2855.1667,2.5545833,1.038125,385.04166,6.3083334,41.833332,30.833334,471.5,,0.15875,,,290.54166,,615.41669,,1855.8583,7.7837501
India,Rajasthan,Ajmer,2017,Ajmer2017,,14.727273,90.772728,674.5,3196.0908,1.6709092,1.1440909,459.04544,18.381819,71.363182,65.454544,522.54547,,0.89409089,,,255.31818,,520.36365,400.81229,2077.459,8.0100002
India,Rajasthan,Ajmer,2018,Ajmer2018,0,4.4210525,87.157898,669.94739,3009.2104,0.62700003,0.55500001,414,17.81579,89.752106,69.010529,438.36841,,0.067578949,0,8.9815788,167.6842,0,529.47369,346.71317,1955.9868,7.8805265
India,Maharashtra,Akola,2000,Akola2000,,0,91.545456,403.59091,2824.0908,0.54636365,,566.72729,11.763637,117.29182,154.45454,304.06818,,,4.2075,4.4722729,279.54544,,710.90912,325.39999,,7.6368184
India,Maharashtra,Akola,2001,Akola2001,,0,42,264.85715,2180.7144,0.67071426,,635.64288,19.235714,120.30929,27.357143,214.07143,,,4.428,3.6057143,163.22144,,600.35712,295.10001,,7.9828572
India,Maharashtra,Akola,2002,Akola2002,,0,56.400002,152,1681,0.94700003,,566.09998,5.1100001,62.900002,19.200001,199.8,,,4.6866665,4.0240002,173.5,,399.5,,,7.8800001
India,Maharashtra,Akola,2003,Akola2003,,,,,1717.6471,0.42235294,0.62150002,,,,,,,,,,,,,,,
India,Maharashtra,Akola,2004,Akola2004,,0,59.473682,169.3158,1696.8422,0.56894737,0.2845,522,4.1315789,66.526314,89.894737,199.6842,,,4.8676925,3.9726317,94.157898,,422.63159,,,8.047368
India,Maharashtra,Akola,2005,Akola2005,,0,67.454544,318.36365,2430,0.54818183,,529.18182,7.6363635,121.45454,80.181816,251.36363,,,2.6600001,3.4427273,285.18182,,667.72729,,,7.6636362
India,Maharashtra,Akola,2006,Akola2006,,0,27.384615,200.69231,1498.4615,0.64461541,,398.92307,5.4000001,66.53846,59.615383,185.84616,,,5.9200001,4.0807691,101.38461,,342.07693,,,8.0384617
India,Maharashtra,Akola,2007,Akola2007,,0,89.736839,371.01233,2306.3157,0.63526314,0.131,615.44556,10.815789,92.736,90.11895,246.45264,,,5.5311112,3.8552632,41.584209,,605.73682,,,7.6157894
India,Maharashtra,Akola,2008,Akola2008,,0,80.75,238.95938,1915.625,0.359375,0.29066667,442.25,3.3125625,78.215622,82.89875,160.92812,,,1.2049999,2.8143749,182.565,,523.75,,,7.9812503
India,Maharashtra,Akola,2009,Akola2009,,0,46.46154,162.61539,1451.5385,0.60846156,,391.76923,2.9307692,67.011536,105.53846,139.07692,,,7.6760001,3.0515385,109,,391.53845,321.13077,,7.8153844
India,Maharashtra,Akola,2010,Akola2010,,,,,1545.5555,0.49000001,,,,101.30667,105.22222,,,,,,,,416.66666,,,8.2777777
India,Maharashtra,Akola,2011,Akola2011,,0,,,2057.8572,0.54571426,,532.5,,,104.85714,,,,,,,,628.92859,436.48572,,7.4842858
